Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted
Bilanzmeldung zur Versammlungslage vom 22. Februar 2025,23.02.2025,berlinweit,"Nr. 0470
Auch gestern war die Polizei Berlin wieder im Einsatz, um zahlreiche Versammlungen zu betreuen. Viele davon verliefen störungsfrei, einige jedoch nicht. Im gesamten Tagesverlauf waren dazu rund 2450 Polizeikräfte im Einsatz. Dabei wurde die Polizei Berlin durch Einsatzkräfte aus Brandenburg, Sachsen, Bayern, Sachsen-Anhalt und der Bundespolizei unterstützt.
Die Versammlung zum Thema „Demonstration für recht und Ordnung gegen links Extremismus und politisch motivierte Gewalt“ begann gegen 11:20 Uhr am Dorothea-Schlegel-Platz mit etwa einhundert Teilnehmenden. Dazu gab es zwei angezeigte Gegenversammlungen, eine mit dem Thema „Für Gerechtigkeit und Solidarität, gegen Rechtsextremismus“ in der Oranienburger Straße und eine mit dem Thema „Rechte Aufmärsche stoppen – für eine vielfältige, solidarische, queerfeministische und lebenswerte Zukunft!“ mit Start am Schiffbauerdamm. Der Aufzug zum Thema „Demonstration für recht (…)“ setzte sich gegen 12:10 Uhr mit etwa 130 Personen in Bewegung und wurde an einer ersten Sitzblockade an der Weidendammer Brücke vorbeigeführt. An der Friedrich- Ecke Torstraße gab es eine erneute Sitzblockade, woraufhin der Aufzug angehalten und schließlich über die Hannoversche Straße umgeleitet werden musste. An der Absperrung Georgenstraße/Friedrichstraße mussten die
    Einsatzkräfte körperliche Zwangsmaßnahme anwenden, um einen Durchbruchversuch von Gegendemonstrierenden zu verhindern. Eine weitere Sitzblockade von etwa 120 Personen erfolgte an der Hannoverschen Straße Ecke Philippstraße, welche als Spontankundgebung gewertet wurde. Ihr wurde vom Einsatzleiter der Gehweg als Versammlungsort zu- und die Teilnehmenden dorthin gewiesen. Zur Durchsetzung dieser Beschränkung mussten die Einsatzkräfte vereinzelt körperlichen Zwang anwenden. Anschließend wurde der Aufzug daran vorbeigeführt. Dabei kam es zu lautstarken, jeweils an die Gegenseite gerichteten Sprechchören. Polizeieinsatzkräfte wurden zudem von Personen der Gegendemonstration mit Bengalos und Nebeltöpfen beworfen. In der Hannoverschen Straße kam es zudem zu mehreren Apfelwürfen auf die Einsatzkräfte. Dem Aufzug folgten etwa 400 Gegendemonstrierende, die dann an der Sandkrugbrücke zum Stehen gebracht wurden, um ein Nachlaufen zum Endplatz des Aufzugs am Europaplatz zu
    verhindern. Dazu wurde durch die Polizei körperlicher Zwang als auch das Reizstoffsprühgerät eingesetzt. Der Aufzug erreichte gegen 14:40 Uhr mit etwa 170 Personen den Endplatz und wurde nach einer Abschlusskundgebung um kurz nach 15 Uhr beendet.
Die Kundgebung „Für Gerechtigkeit (…)“ begann gegen 11:30 Uhr mit etwa 35 Teilnehmenden und wurde gegen 13:25 Uhr mit noch etwa 20 Teilnehmenden störungsfrei beendet. Die Versammlung „Rechte Aufmärsche stoppen (…)“ begann gegen 11:45 Uhr mit etwa 250 Personen. Der Aufzug setzte sich gegen 12:20 Uhr in Bewegung und wuchs auf etwa 1000 Personen an. Während einer Zwischenkundgebung verringerte sich die Zahl wieder auf etwa 250 Teilnehmende, da sich die anderen Personen in kleineren Gruppen in Richtung des Aufzuges „Demonstration für recht (…)“ begaben. Der ansonsten störungsfreie Aufzug erreichte dann mit etwa 500 Teilnehmenden den Endplatz Minna-Cauer-Straße Ecke Invalidenstraße und endete gegen 15:15 Uhr mit dann noch etwa 100 Teilnehmenden.
In Hohenschönhausen begann gegen 14:10 Uhr an der Falkenberger Chaussee Ecke Zingster Straße eine Kundgebung zum Thema „öffentliche Kundgebung zum AfD-Wahlkampf-Abschluss unter dem Motto Zeit für Lichtenberg – Zeit für Deutschland“ mit etwa 120 Teilnehmenden. Dazu waren unter anderem zwei Gegenversammlungen; eine mit dem Thema „Für einen solidarischen Kiez – Keine rechte Hetze von der AfD in Hohenschönhausen“ an der Zingster Straße und eine weitere mit dem Thema „Gegen Rassismus im Wahlkampf und überall“ mit Beginn am S-Bahnhof Hohenschönhausen angezeigt. Die Kundgebung „öffentliche Kundgebung (…)“ endete gegen 15:20 Uhr mit etwa 150 Teilnehmenden ohne Vorkommnisse. Im Umfeld befanden sich verteilt etwa 200 Gegendemonstrierende. Die Versammlung „Für einen solidarischen (…)“ begann gegen 13:50 Uhr und es nahmen daran in der Spitze 120 Personen teil. Sie wurde gegen 16:25 Uhr beendet. Der Aufzug „Gegen Rassismus (…)“ begann gegen 12:40
    Uhr mit etwa 250 Personen und endete störungsfrei kurz nach 14 Uhr in der Rüdickenstraße Ecke Falkenberger Chaussee mit knapp 300 Teilnehmenden.
Eine Versammlung zum Thema „Kürzungspolitik des Berliner Senats“ begann gegen 14:15 Uhr mit etwa 1000 Teilnehmenden. Der Aufzug setzte sich gegen 15:10 Uhr mit etwa 4500 Personen in Bewegung. Aus einer Gruppe von etwa 150 Personen mit pro-palästinensischem Bezug wurden Parolen in deutscher und arabischer Sprache skandiert, die keinen strafbaren Inhalt hatten. Bei einer Zwischenkundgebung gegen 15:35 Uhr war die Zahl der Teilnehmenden auf etwa 5200 angewachsen. Der Versammlungsleiter strukturierte anschließend den Aufzug um, so dass sich die 150 zuvor aufgefallenen Personen am Aufzugsende befanden und hinterherliefen. Diese sollten nicht mit zum Endplatz am Pariser Platz kommen. Ein weiterer Zustrom zu diesen Personen wurde durch Einsatzkräfte verhindert. Als diese einen neuen Aufzug beginnen wollten, wurde dieses ebenfalls durch die Polizei nicht zugelassen und verhindert. Kurz nach 16:30 Uhr erreichte der ursprüngliche Aufzug dann den Endplatz und die ansonsten
    störungsfreie Versammlung wurden gegen 17:30 Uhr beendet.
Insgesamt wurden 25 Personen festgenommen und es wurden 18 Strafanzeigen unter anderem wegen Landfriedensbruchs, tätlichen Angriffs auf Vollstreckungsbeamte, Widerstands gegen Vollstreckungsbeamte, gefährlicher Körperverletzung und Beleidigung aufgenommen. Zwölf Polizeieinsatzkräfte erlitten Verletzungen, zwei davon mussten ihren Dienst vorzeitig beenden.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1534390.php,berlin_police_results.csv,True,['rassismus'],23.02.2025,"['11:20', '12:10', '14:40', '15', '11:30', '13:25', '11:45', '12:20', '15:15', '14:10', '15:20', '13:50', '16:25', '12:40', '14', '14:15', '15:10', '15:35', '16:30', '17:30']",[],[],"['angriff', 'beleidigung', 'versammlung', 'körperverletzung']",['rassismus']
Fremdenfeindlicher Angriff,23.02.2025,Treptow-Köpenick,"Nr. 0468
Gestern Abend kam es zu einem fremdenfeindlichen Angriff auf zwei Personen in Grünau. Gegen 20:40 Uhr sollen sich eine 14- und 16-Jährige vom Vorplatz des S-Bahnhofs Grünau in Richtung Adlergestell begeben haben. Nach bisherigen Erkenntnissen näherten sich ihnen zwei Unbekannte von hinten und zogen an ihren Kopftüchern. Dadurch zerriss das Kopftuch der 14-Jährigen. Im darauffolgenden Gerangel sollen die Angreifer beiden in die Gesichter geschlagen haben. Des Weiteren habe einer der Männer ein Taschenmesser gezogen und der 16-Jährigen damit eine oberflächliche Schnittverletzung an einem Arm zugefügt. Die Jüngere erlitt Kopfschmerzen. Bei dem Angriff soll sich das Duo zudem fremdenfeindlich gegenüber der 14- und 16-Jährigen geäußert haben. Anschließend flüchteten die Angreifer. Alarmierte Rettungskräfte behandelten beide Verletzte am Ort ambulant. Der Polizeiliche Staatsschutz des Landeskriminalamts übernahm die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1534361.php,berlin_police_results.csv,True,['fremdenfeindlich'],23.02.2025,['20:40'],"['16', '14', '16', '16']",[],"['angriff', 'schlagen']","['fremdenfeindlich', 'fremdenfeindlichen', 'fremdenfeindlicher']"
Kind vom Roller geschubst,21.02.2025,Neukölln,"Nr. 0458
Eine bislang unbekannte Frau soll gestern Nachmittag in Rudow ein Kind vom Roller gestoßen haben. Das Mädchen gab an, gegen 17:15 Uhr mit seinem Roller auf dem Gehweg an der Kreuzung Neuköllner Straße/Stubenrauchstraße Straße gefahren zu sein. Die Unbekannte, die in Begleitung eines Mannes war, soll frontal auf die 12-Jährige zugekommen sein, sie an der Schulter gegriffen und vom Roller geschubst haben. Das Mädchen stürzte daraufhin und verletzte sich an einem Knie und einem Knöchel. Um eine weitere Auseinandersetzung zu verhindern, soll ein ebenfalls unbekannt gebliebener Passant eingegriffen haben. Der Begleiter der Frau soll sich ihm gegenüber fremdenfeindlich in Bezug auf das Mädchen mit dem Roller geäußert haben. Anschließend sollen die mutmaßliche Schubserin und ihr Begleiter ihren Weg zu Fuß in Richtung Neuköllner Straße fortgesetzt haben. Das Mädchen brauchte keine medizinische Behandlung, stand aber unter dem Eindruck des Geschehens. Die Ermittlungen
    führt der Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1534137.php,berlin_police_results.csv,True,['fremdenfeindlich'],21.02.2025,['17:15'],['12'],"['frau', 'mädchen', 'mädchen', 'frau', 'mädchen', 'mädchen']",['schubsen'],['fremdenfeindlich']
Festnahme nach Schmierereien auf Gehweg,19.02.2025,Mitte,"Nr. 0440
Gestern Nachmittag wurde in Mitte ein Mann festgenommen, der mehrere verfassungswidrige Symbole auf einen Gehweg geschmiert haben soll. Nach derzeitigem Kenntnisstand sahen Passanten gegen 15:30 Uhr in der Invalidenstraße, wie der 47-Jährige vor einem Supermarkt drei verbotene Hakenkreuze in roter Farbe auf dem Gehweg auftrug. Auch einen Davidstern brachte er daneben auf. Alarmierte Polizeikräfte nahmen den Mann noch in der Nähe fest. Eine Atemalkoholmessung bei ihm ergab einen Wert von fast 2,8 Promille. Da die Symbole mit Kreide aufgebracht worden waren, konnten sie rückstandslos entfernt werden. Mehrere Kreidestücke, die der Mann bei sich trug, wurden als Tatmittel beschlagnahmt. Nach den polizeilichen Maßnahmen kam der Mann wieder auf freien Fuß. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die weiteren Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1532972.php,berlin_police_results.csv,True,['hakenkreuz'],19.02.2025,['15:30'],['47'],"['mann', 'mann', 'mann', 'mann']",[],['hakenkreuze']
Mann beleidigt Kind,18.02.2025,Spandau,"Nr. 0420
Ein Junge wandte sich gestern Nachmittag in Spandau an die mobile Wache des Polizeiabschnitts 21 und teilte mit, dass er soeben beleidigt worden sei. Nach bisherigen Erkenntnissen soll sich der 13-Jährige an einer Bushaltestelle im Altstädter Ring befunden haben, als ihn ein 39-jähriger Mann fremdenfeindlich und homophob beleidigte, außerdem soll er dem Jungen den Mittelfinger gezeigt haben. Die Polizistin und der Polizist nahmen den 39-Jährigen fest. Der Tatverdächtige wurde nach erfolgter Identitätsfeststellung am Ort entlassen. Die weiteren Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamts Berlin.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1532654.php,berlin_police_results.csv,True,"['fremdenfeindlich', 'homophobie']",18.02.2025,[],"['13', '39', '39']","['mann', 'junge', 'mann']",[],"['fremdenfeindlich', 'homophob']"
Fremdenfeindlicher Angriff,15.02.2025,Charlottenburg-Wilmersdorf,"Nr. 0420
Gestern Abend soll ein Unbekannter im Ortsteil Charlottenburg einen Mann fremdenfeindlich angegriffen haben. Den bisherigen Erkenntnissen zufolge habe sich ein 41-Jähriger am U-Bahnhof Adenauerplatz aufgehalten, wo er von einem bislang noch unbekannten Mann fremdenfeindlich angesprochen wurde. Als der 41-Jährige ein Foto vom Unbekannten machen wollte, habe dieser ihm ins Gesicht geschlagen. Anschließend flüchtete der Angreifer unerkannt. Der Polizeiliche Staatsschutz des Landeskriminalamts ermittelt.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1532044.php,berlin_police_results.csv,True,['fremdenfeindlich'],15.02.2025,[],"['41', '41']","['mann', 'mann']","['angriff', 'schlagen']","['fremdenfeindlich', 'fremdenfeindlicher']"
Nach Ellenbogenschlag fremdenfeindlich beleidigt,13.02.2025,Friedrichshain-Kreuzberg,"Nr. 0405
Gestern Vormittag griff ein Mann eine Frau körperlich an und beleidigte sie fremdenfeindlich. Den bisherigen Erkenntnissen zufolge fuhren gegen 10:45 Uhr eine 43-Jährige und ein unbekannt gebliebener Mann mit der U-Bahnlinie 1 vom Halleschen Tor zur Prinzenstraße. Im Waggon soll der Mann zunächst scheinbar anlasslos mit einem Ellenbogen gegen den Bauch der Frau gestoßen haben. Dann soll er sie anschließend fremdenfeindlich beleidigt haben. Die 43-Jährige soll sich verbal gewehrt haben und stieg an der U-Bahnstation Prinzenstraße aus. Der Mann folgte ihr jedoch und ließ erst von ihr ab, als Passanten sich einschalteten. Er flüchtete unerkannt. Der Polizeiliche Staatsschutz des Landeskriminalamts Berlin führt die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1531393.php,berlin_police_results.csv,True,['fremdenfeindlich'],13.02.2025,['10:45'],"['43', '43']","['mann', 'frau', 'mann', 'mann', 'frau', 'mann']",[],['fremdenfeindlich']
Homophob beleidigt und geschlagen,10.02.2025,Charlottenburg-Wilmersdorf,"Nr. 0366
Wegen des Verdachts eines homophoben Angriffs, der sich bereits in der Nacht zu Sonntag in Charlottenburg ereignet haben soll, hat der Polizeiliche Staatsschutz des Landeskriminalamts die Ermittlungen übernommen. Gegen 18 Uhr erschien gestern ein 24-Jähriger auf der Wache eines Polizeiabschnitts, um eine Anzeige wegen Beleidigung und Körperverletzung zu erstatten. Dabei gab er an, sich gegen 2 Uhr vor einem Club in der Budapester Straße befunden zu haben, als eine Gruppe von etwa sechs ihm Unbekannten auf ihn zukam und sich vor ihm aufbaute. Einer der Provokateure soll ihn dann sowohl homophob beleidigt als auch mit der Faust ins Gesicht geschlagen haben, wodurch der 24-Jährige zu Boden ging. Erst als eine Zeugin dazwischenging, flüchteten die sechs. Da der Angegriffene sich beim Sturz am Knie verletzt hatte und über Schmerzen am Kopf klagte, begab er sich in ambulante ärztliche Behandlung. Die weiteren Ermittlungen dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529804.php,berlin_police_results.csv,True,['homophobie'],10.02.2025,['18'],"['24', '24']",[],"['angriff', 'schlagen', 'beleidigung', 'körperverletzung']","['homophoben', 'homophob']"
Mann homophob beleidigt,10.02.2025,Neukölln,"Nr. 0365
Gestern erstattete ein Mann Anzeige, nachdem er am Vormittag in einem Bus homophob beleidigt worden war. Er gab an, kurz vor 10:30 Uhr an der Haltestelle Fuldastraße in einen Bus der Linie M41 in Richtung Baumschulenweg eingestiegen zu sein. Ein Mann habe ihn auf seine Kleidung angesprochen und ihn in diesem Zusammenhang homophob beleidigt. Die Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529790.php,berlin_police_results.csv,True,['homophobie'],10.02.2025,['10:30'],[],"['mann', 'mann', 'mann']",[],['homophob']
Frau beleidigt,09.02.2025,Neukölln,"Nr. 0363
Gestern Nachmittag zeigte eine Frau in Neukölln eine Beleidigung an. Die 32-Jährige sei gegen 16 Uhr in einem Supermarkt am Maybachufer auf einen Mann getroffen, der sie bereits vor einigen Wochen am selben Ort beleidigt habe, und habe diesen daraufhin angesprochen. Beim Verlassen des Supermarktes sollen die beiden erneut zusammengetroffen sein. Der Unbekannte soll die 32-Jährige erneut fremdenfeindlich beleidigt haben. Die Ermittlungen übernahm der Polizeiliche Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529728.php,berlin_police_results.csv,True,['fremdenfeindlich'],09.02.2025,['16'],"['32', '32']","['frau', 'frau', 'mann']",['beleidigung'],['fremdenfeindlich']
Versammlungen mit Bezug zum Nahostkonflikt – Polizei Berlin zieht Bilanz,09.02.2025,Tempelhof-Schöneberg,"Nr. 0360
Die Polizei Berlin schützte gestern zwei Versammlungen, die einen thematischen Bezug zum andauernden Nahostkonflikt hatten. Hierfür waren über 250 Polizeikräfte im Einsatz.
Eine angezeigte Kundgebung mit dem Titel “Friedliche, stille Gegenkundgebung: Gegen jede Form von Antisemitismus – Für das Existenzrecht Israels – Believe Israeli Women” begann gegen 15:45 Uhr am Wittenbergplatz auf der dortigen Mittelinsel mit 19 Teilnehmenden. Die Versammlungteilnehmenden zeigten diverse themenbezogene Fahnen. Gegen 16:53 Uhr wurde ein Teilnehmer aus einem vorbeifahrenden Fahrzeug heraus durch eine unbekannte Person bespuckt. Es wurde ein Strafermittlungsverfahren wegen Beleidigung eingeleitet. Die Kundgebung wurde gegen 17:52 Uhr in der Spitze mit 32 Teilnehmenden ohne weitere Vorkommnisse beendet.
Unter dem Motto: “Stoppt die Aggression in West Bank! Keine Waffenlieferung an Israel“ wurde für den Zeitraum von 16 bis 18 Uhr auf dem Wittenbergplatz eine Kundgebung angezeigt. In der Spitze nahmen 300 Personen an dieser Versammlung teil.
Gegen 15.15 Uhr erfolgten zwischen dem Versammlungsleiter und der Polizei letzte Absprachen zur Versammlung. Hier wurden dem Versammlungsleiter das Ergebnis des verwaltungsrechtlichen Verfahrens verdeutlicht, sowie die Konsequenzen bei Beschränkungsverstößen erklärt. Unter anderem waren Ausrufe und Redebeiträge ausschließlich in deutscher und englischer Sprache erlaubt. Gegen 15:30 Uhr befanden sich circa 20 zukünftige Teilnehmende am zukünftigen Kundgebungsort, die Fahnen und Transparente in deutscher und arabischer Sprache ohne strafbaren Inhalt bei sich hatten. Die Versammlung begann gegen 16 Uhr am Wittenbergplatz mit 110 Teilnehmenden. Die Beschränkungen wurden in deutscher und arabischer Sprache verlesen. Während die Zahl der Teilnehmenden auf 180 Personen anwuchs, erfolgten Freiheitsbeschränkungen von zwei männlichen Teilnehmern nach Verdacht des Verstoßes gegen die im Vorfeld ausgesprochenen Teilnahmeuntersagungen. Da sich dieser Verdacht nicht bestätigte,
    wurden die beiden Männer aus den polizeilichen Maßnahmen wieder entlassen. Im weiteren Verlauf der Versammlung erfolgte ein Redebeitrag weder in deutscher noch in englischer Sprache. Das Anstimmen eines Liedes weder in deutscher noch in englischer Sprache wurde durch Einsatzkräfte unterbunden. In beiden Fällen wurde der Versammlungsleiter auf die Nichteinhaltung der Beschränkungen hingewiesen. Gegen 17 Uhr nahmen rund 300 Personen an der Versammlung teil. Es wurden von Unbekannten Ausrufe in nicht deutscher beziehungsweise nicht englischer Sprache mit strafbaren Inhalten skandiert. Aufgrund der bis zu diesem Zeitpunkt festgestellten Vorkommnisse und des zunehmend unkooperativenen Verhaltens des Versammlungsleiters erfolgte die Auflösung der Kundgebung. Während des Gesprächs mit dem Versammlungsleiter erfolgten weitere Ausrufe, die gegen die Beschränkungen verstießen. Die Polizei tätigte zwei Durchsagen über ihr Lautsprecherfahrzeug, dass die Kundgebung aufgelöst ist
    und die Personen als ehemalige Versammlungsteilnehmenden den ehemaligen Versammlungsort zu verlassen haben. Nach einsetzendem Abstrom hielten sich noch 200 ehemalige Teilnehmende am Wittenbergplatz auf. Es wurden polizeikritische und pro-palästinensische Sprechchöre skandiert. Gegen 17:10 Uhr tätige die Polizei eine dritte Durchsage zur Auflösung der Versammlung und der Aufforderung den ehemaligen Versammlungsort zu verlassen. Daraufhin setzten sich rund 30-40 Personen auf den Boden am Brunnen des Wittenbergplatzes und hakten sich unter. Eine Frau zeigte eine rote Dreiecksfahne. Gegen die Frau wurde ein Strafermittlungsverfahren eingeleitet. Insgesamt hielten sich noch 150 ehemalige Teilnehmende vor Ort auf.
Gegenüber dem Polizeiführer wurde eine Spontanversammlung „Gegen Polizeigewalt“ angezeigt. Der Kundgebungsort dieser Spontanversammlung wurde für den Winterfeldplatz im Zeitraum von 18:30 bis 19 Uhr festgelegt.
Im weiteren Verlauf erfolgten mehrere Freiheitsbeschränkungen von ehemaligen Versammlungsteilnehmenden, unter anderem wegen es Nichtentfernens vom ehemaligen Kundgebungsort, Widerstand gegen Vollstreckungsbeamten, Körperverletzung und Beleidigung. Dabei wandten Einsatzkräfte unmittelbaren Zwang in Form von körperlicher Gewalt durch Schieben, Drücken, Festnahmetechniken und Schlägen an. Nach einer wechselseitigen Beleidigung und Körperverletzung wurden zwei Männer in ihrer Freiheit beschränkt. Einen der involvierten Männer forderte wegen leichter Verletzungen selbstständig einen Rettungswagen an. Nach erfolgter Aufnahme der Personalien wurden gegen beide Männer Strafermittlungsverfahren eingeleitet. Der Verletze wurde durch einen Rettungswagen in ein Krankenhaus gebracht. Nach einer Beleidigung und Körperverletzung eines Pressevertreters wurde eine Person in ihrer Freiheit beschränkt und ein entsprechendes Strafermittlungsverfahren eingeleitet.
Die anlässlich der ergangenen Auflösungsverfügung der Kundgebung am Wittenbergplatz, angezeigte Spontanversammlung zum Thema: „Gegen Polizeigewalt“ am Winterfeldtplatz begann gegen 18:40 Uhr mit 25 Teilnehmenden. Im Vorfeld wurden dem Versammlungsleiter die Beschränkungen, die für seine Kundgebung galten, bekanntgegeben. Hierbei handelte es sich um die gleichen Beschränkungen wie zuvor am Wittenbergplatz. Gegen 19:26 Uhr erfolgte eine Freiheitsbeschränkung eines Teilnehmers nach Beleidigung im Bereich Winterfeldtplatz/Goltzstraße. In diesem Zusammenhang kam es zur Anwendung körperlicher Gewalt in Form von Schieben und Drücken gegenüber nachströmenden Kundgebungsteilnehmenden. Ein Strafermittlungsverfahren wurde eingeleitet. Die Kundgebung wurde um 19:40 Uhr mit in der Spitze 50 Teilnehmenden ohne weitere Vorkommnisse beendet.
Im gesamten Verlauf wurden insgesamt 28 Personen vorübergehend festgenommen sowie 13 Straf- und 17 Ordnungswidrigkeitenanzeigen gefertigt. Für zwei Frauen, die an der Kundgebung am Wittenbergplatz teilgenommen hatten, wurde ein Anschlussgewahrsam bis um Mitternacht des gestrigen Tages erlassen. Ein Polizist wurde verletzt, konnte jedoch seinen Dienst fortsetzen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529702.php,berlin_police_results.csv,True,['antisemitismus'],09.02.2025,"['15:45', '16:53', '17:52', '18', '15.15', '15:30', '16', '17', '17:10', '19', '18:40', '19:26', '19:40']",[],"['frau', 'frau']","['schlagen', 'beleidigung', 'versammlung', 'körperverletzung']",['antisemitismus']
Fremdenfeindlich beleidigt und geschubst - Festnahme,08.02.2025,Mitte,"Nr. 0355
Gestern Abend wurden Einsatzkräfte wegen einer Beleidigung auf fremdenfeindlicher Basis nach Mitte alarmiert. Nach ersten Erkenntnissen soll ein 29-jähriger Mann gegen 20:30 Uhr mit einem 48-Jährigen im Eingangsbereich eines Lebensmittelgeschäfts am Bahnhof Friedrichstraße in Streit geraten sein und diesen geschubst haben. Anschließend soll der Jüngere sein Gegenüber mehrfach fremdenfeindlich und rassistisch beleidigt haben. Der Mann konnte festgenommen und zur Durchführung einer erkennungsdienstlichen Behandlung in ein Polizeigewahrsam gebracht werden. Anschließend wurde er wieder auf freien Fuß gesetzt. Die weiteren Ermittlungen hat ein Fachkommissariat der Polizeidirektion 2 (West) übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529646.php,berlin_police_results.csv,True,['fremdenfeindlich'],08.02.2025,['20:30'],"['29', '48']","['mann', 'mann']",['beleidigung'],"['fremdenfeindlich', 'fremdenfeindlicher']"
Kinder fremdenfeindlich beleidigt,07.02.2025,Marzahn-Hellersdorf,"Nr. 0338
Zwei Zeuginnen riefen gestern Nachmittag die Polizei nach Marzahn. Die 27- und 36-jährigen Frauen gaben an, gegen 16 Uhr auf dem Vorplatz eines Einkaufszentrums in der Marzahner Promenade unterwegs gewesen zu sein. Dort beobachteten sie zwei Männer und einen Jugendlichen, die von einem Jungen begleitet wurden. Die beiden Männer sollen gegenüber vier zwölfjährigen Mädchen Geräusche eines Affen imitiert haben und gerufen haben, dass Ausländer raus sollen. Eine Unbekannte soll die Männer zur Ruhe ermahnt haben, woraufhin alle vier in das Einkaufszentrum flüchteten. Die alarmierten Einsatzkräfte trafen am Ort keinen der Männer an. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529290.php,berlin_police_results.csv,True,['fremdenfeindlich'],07.02.2025,['16'],['36'],['mädchen'],[],['fremdenfeindlich']
Ehepaar fremdenfeindlich und rassistisch beleidigt,06.02.2025,Pankow,"Nr. 0333
Ein Ehepaar rief die Polizei gestern Mittag nach Rosenthal. Der 25-jährige Mann und die 24-jährige Frau gaben an, gegen 13:50 Uhr mit ihrem Kind auf dem Weg zu ihrem in der Kirchstraße geparkten Auto gewesen zu sein. Von einem Wohnwagen auf einem Grundstück in der Kirchstraße aus soll eine Frau die junge Familie fremdenfeindlich und rassistisch beleidigt haben. Die Einsatzkräfte trafen am Ort im Wohnwagen niemanden an. Die weitere Bearbeitung der Strafanzeige wegen Beleidigung auf rassistischer Grundlage hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1528899.php,berlin_police_results.csv,True,['fremdenfeindlich'],06.02.2025,['13:50'],"['25', '24']","['mann', 'frau', 'frau', 'junge']",['beleidigung'],['fremdenfeindlich']
Wahlhelfer angegriffen,05.02.2025,Tempelhof-Schöneberg,"Nr. 0327
Heute Morgen kam es in Tempelhof zu zwei Angriffen auf Wahlhelfer einer Partei. Nach dem bisherigen Ermittlungsstand soll ein unbekannter Mann gegen 7.55 Uhr vor einem Eingang des U-Bahnhofs Ullsteinstraße am Tempelhofer Damm auf einen Flyer eines 26-jährigen Wahlhelfers gespuckt und den Mann homophob beleidigt und bedroht haben. Anschließend soll der Tatverdächtige in Richtung Hafencenter geflüchtet sein. Wenige Minuten später soll am selben U-Bahnhof ein 41-jähriger Wahlhelfer derselben Partei ebenfalls von einem unbekannten Mann beleidigt worden sein. Außerdem soll der Unbekannte dem Mann ins Gesicht und ihm anschließend dessen Flyer aus der Hand geschlagen haben. Dann soll er ebenfalls in Richtung Hafencenter geflüchtet sein. Die weiteren Ermittlungen, insbesondere zur Frage, inwiefern beide Sachverhalte miteinander zusammenhängen könnten, hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1528558.php,berlin_police_results.csv,True,['homophobie'],05.02.2025,['7.55'],"['26', '41']","['mann', 'mann', 'mann', 'mann']","['angriff', 'schlagen']",['homophob']
Homophob beleidigt,02.02.2025,Tempelhof-Schöneberg,"Nr. 0305
Eine bisher unbekannt gebliebene Frau und ein bisher unbekannt gebliebener Mann beleidigten gestern Mittag in Steglitz zwei Frauen homophob. Nach derzeitigem Kenntnisstand befanden sich die 26- und 30-jährigen Frauen gegen 12 Uhr in einem Bus der Linie M 85 und küssten sich. Daraufhin wurden sie von einem dahinter sitzenden Mann und einer Frau, die zwei Kinder dabeihatten, mehrfach homophob beleidigt. Zudem bedrängte der Mann die beiden Frauen körperlich, schubste sie und forderte sie auf, den Bus zu verlassen. Auch durch den Rückhalt der anderen Fahrgäste verblieben die 26- und 30-Jährige im Bus, der Mann und die Frau stiegen zusammen mit den Kindern kurz darauf aus. Der Polizeiliche Staatsschutz des Landeskriminalamts Berlin übernimmt die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1527267.php,berlin_police_results.csv,True,['homophobie'],02.02.2025,['12'],"['30', '30']","['frau', 'mann', 'mann', 'frau', 'mann', 'mann', 'frau']",['schubsen'],['homophob']
