Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted,Topic
Körperverletzung und homophobe Beleidigung,12.05.2023,Pankow,"Nr. 0743
Am gestrigen Nachmittag wurde ein Mann in Prenzlauer Berg homophob beleidigt. Nach ersten Erkenntnissen war der 27-Jährige gegen 15.30 Uhr auf dem Weg zum S-Bahnhof Storkower Straße, als er am Eingangsbereich von drei Männer homophob beleidigt worden sein soll. Anschließend soll einer des Trios auf den Mann zugegangen sein und ihn geschubst haben. Als er weggehen wollte, soll er anschließend noch getreten worden sein. Der unverletzt gebliebene 27-Jährige begab sich im Anschluss zu einem Polizeiabschnitt und erstattete dort Strafanzeige. Das Ermittlungsverfahren führt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1323758.php,berlin_police_results.csv,True,['homophobie'],12.05.2023,['15.30'],"['27', '27']","['mann', 'mann']","['treten', 'beleidigung', 'körperverletzung']","['homophobe', 'homophob']",
"Homophob beleidigt, mit Flasche beworfen und geschlagen",12.05.2023,Neukölln,"Nr. 0741
Gestern Abend wurden ein 23-Jähriger und ein 26-Jähriger vor einem Café in der Sonnenallee/Weichselstr. in Neukölln durch drei unbekannt gebliebene Tatverdächtige im Vorbeigehen homophob beleidigt. Im weiteren Verlauf der daraus resultierenden Auseinandersetzung wurde der 23-Jährige gegen 21.50 Uhr mit einer Flasche beworfen und am Bein verletzt. Die beiden Geschädigten flüchteten sich daraufhin in die Weichselstraße. Die Tatverdächtigen folgten ihnen und schlugen dem 26-jährigen mit der Faust gegen den Hinterkopf, bevor sie sich in Richtung des S-Bhf. Neukölln entfernten. Die weiteren Ermittlungen hat ein Fachkommissariat des Polizeilichen Staatsschutzes des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1323604.php,berlin_police_results.csv,True,['homophobie'],12.05.2023,['21.50'],"['23', '26', '23', '26']",[],['schlagen'],['homophob'],
Festnahme nach fremdenfeindlicher Beleidigung,08.05.2023,Reinickendorf,"Nr. 0719
Heute Vormittag kam es in Reinickendorf zu einer fremdenfeindlichen Beleidigung und der Verwendung von verfassungswidrigen Äußerungen und Kennzeichen. Nach derzeitigem Ermittlungsstand soll eine 32-jährige Frau gegen 9.15 Uhr vor ihrem Geschäft in der Markstraße von einem 32-Jährigen fremdenfeindlich beleidigt worden sein. Der Mann habe erst gegen die Auslagen vor dem Geschäft getreten und wollte dann in den Laden eintreten, in den sich die Ladenbesitzerin zurückgezogen und die Tür verschlossen hatte. Daraufhin beschimpfte er sie fremdenfeindlich und hob den rechten Arm unter Verwendung von verfassungswidrigen Äußerungen. Ein Zeuge wurde anschließend von dem Tatverdächtigen mit einem Taschenmesser bedroht, bevor er sich in Richtung Franz-Neumann-Platz entfernte. Die herbeigerufenen Polizeieinsatzkräfte suchten unverzüglich das Umfeld des Tatortes ab und konnten den Mann in Höhe der Kreuzung Mark- Ecke Holländerstraße festnehmen. Der 32-Jährige wurde nach der
    erkennungsdienstlichen Behandlung sowie einem freiwilligen Alkoholtest wieder auf freien Fuß gesetzt. Der Polizeiliche Staatsschutz des Landeskriminalamtes wird die Ermittlungen übernehmen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1321721.php,berlin_police_results.csv,True,"['fremdenfeindlich', 'verfassungswidrig']",08.05.2023,['9.15'],"['32', '32', '32']","['frau', 'mann', 'mann']","['treten', 'beleidigung']","['verfassungswidrigen', 'fremdenfeindlicher', 'fremdenfeindlich', 'fremdenfeindlichen']",
Tatverdächtiger nach wenigen Stunden namhaft gemacht,08.05.2023,Reinickendorf,"Nr. 0717
Der im Rahmen einer Öffentlichkeitsfahndung mit Fotos gesuchte Tatverdächtige zur Beleidigung und gefährlicher Körperverletzung vom heutigen Tage konnte nach wenigen Stunden ermittelt werden. Hinweise aus der Bevölkerung führten zur Namhaftmachung des 17- jährigen Jugendlichen. Die weiteren Ermittlungen dauern an.
Zweitmeldung Nr. 0710 vom 8. Mai 2023: Beim Versuch zu helfen attackiert – Wer kennt diesen Mann?
Mit der Veröffentlichung von Bildern aus einer Überwachungskamera bittet die Polizei Berlin um Mithilfe bei der Suche nach einem Tatverdächtigen. Am Donnerstag, den 13. April 2022, soll der abgebildete Mann gegen 17.30 Uhr auf einem Bahnsteig des U-Bahnhofes Franz-Neumann-Platz in Reinickendorf ein homosexuelles Paar homophob beleidigt haben. Als zwei Frauen den beiden Männern zur Hilfe eilten, soll der Gesuchte die 59-Jährige zuerst bespuckt und anschließend versucht haben, sie zu treten. Bei dem Versuch soll er allerdings die 83-jährige Seniorin an einem Bein getroffen haben, wodurch sie zu Boden stürzte und verletzt wurde. Eine ärztliche Behandlung lehnte die 83-Jährige ab.
Erstmeldung Nr. 0824 vom 14. April 2022: Passantinnen mischen sich ein und werden attackiert
In Reinickendorf wurden zwei Frauen gestern Nachmittag aus einer Jugendgruppe heraus getreten und bespuckt. Nach Angaben der Passantinnen beobachteten sie gegen 17.50 Uhr auf einem Bahnsteig des U-Bahnhofes Franz-Neumann-Platz, wie eine Gruppe von sechs bis sieben männlichen Jugendlichen ein homosexuelles Pärchen, das auf einer Bank saß, homophob beleidigte. Die beiden Frauen, 59 und 83 Jahre alt, sollen nun auf die Gruppe zugegangen sein und die Mitglieder aufgefordert haben, die beiden Männer in Ruhe zu lassen. Daraufhin sollen mehrere Jugendliche auf die Frauen zugegangen sein und sie gegen ihre Beine getreten und bespuckt haben. Die Seniorin und ihre Begleiterin erlitten leichte Verletzungen an den Beinen und lehnten eine ärztliche Behandlung ab. Die Jugendgruppe flüchtete in unbekannte Richtung. Die weiteren Ermittlungen zu der Beleidigung der beiden Männer und zu der gefährlichen Körperverletzung der beiden Passantinnen hat ein Fachkommissariat des Polizeilichen
    Staatsschutzes des Landeskriminalamts übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1320148.php,berlin_police_results.csv,True,['homophobie'],08.05.2023,"['17.30', '17.50']","['59', '83', '83', '83']","['mann', 'mann', 'jugendliche']","['treten', 'beleidigung', 'körperverletzung']",['homophob'],
Angegriffen und antisemitisch beleidigt,08.05.2023,Mitte,"Nr. 0713
Gestern Nachmittag wurde ein Mann in Tiergarten angegriffen und verletzt. Nach derzeitigem Ermittlungsstand hielt sich ein 47-Jähriger mit Verwandten und Bekannten am sowjetischen Ehrenmal an der Straße des 17. Juni auf, als mehrere Kinder der Gruppe auf die dortigen Panzer kletterten. Ein Objektschützer der Polizei Berlin schritt daraufhin ein und forderte dazu auf, dass die Kinder das unterlassen sollen. Anschließend entwickelte sich gegen 16.45 Uhr ein Streitgespräch zwischen dem 47-Jährigen und einem 45-Jährigen, der nicht zu dieser Gruppe gehörte. Dabei soll es um den Krieg in der Ukraine gegangen sein. Der 45-Jährige befand sich in Begleitung einer 36-jährigen Frau, die sichtbar eine Flagge der Ukraine auf dem Rücken trug. Der Streit entwickelte sich zu einer körperlichen Auseinandersetzung. Dabei soll der Ältere den Jüngeren geschlagen haben. Zudem sollen weitere Personen aus der Gruppe um den 47-Jährigen an der Kleidung des 45-Jährigen gezerrt haben, so
    dass dieser zu Boden ging. Der Objektschützer schritt ein und trennte die Personen. In diesem Zuge soll er einen Tritt von dem 45-Jährigen in die Leistengegend bekommen haben. Dieser Tritt soll jedoch nicht bewusst gegen den Polizeimitarbeiter erfolgt sein, sondern als Verteidigung gegen den 47-Jährigen sowie seine Begleiter. Im weiteren Verlauf soll der 47-Jährige den 45-Jährigen dann zudem noch antisemitisch beleidigt haben. Der 47-Jährige wiederum gab an, dass der 45-Jährige ihn geschlagen haben soll und er sich nur gewehrt habe. Der Jüngere erlitt Verletzungen am Kopf und kam zur ambulanten Behandlung in ein Krankenhaus. Der Objektschützer trat von seinem Dienst ab, um sich gegebenenfalls selbst in ärztliche Behandlung zu begeben. Weitere Personen mussten nicht behandelt werden. Der Polizeiliche Staatsschutz beim Landeskriminalamt hat die weiteren, noch andauernden Ermittlungen zu dem Geschehen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1321405.php,berlin_police_results.csv,True,['antisemitisch'],08.05.2023,['16.45'],"['47', '47', '45', '45', '36', '47', '45', '45', '47', '47', '45', '47', '45']","['mann', 'frau']",['schlagen'],['antisemitisch'],
Paar homophob beleidigt,08.05.2023,Mitte,"Nr. 0711
Ein Paar alarmierte gestern Mittag die Polizei in den Großen Tiergarten. Nach Angaben der 45 und 49 Jahre alten Männer waren sie gegen 13.30 Uhr in der Grünanlage auf der Bellevueallee zu Fuß unterwegs, als sie ein 61-jähriger Radfahrer mit einem neben ihm an der Leine laufenden Hund überholte. Beim Passieren soll der Hund dem 49-Jährigen in eine Hand gebissen haben. Als das Paar den Hundehalter daraufhin ansprach, soll dieser die beiden Spaziergänger bedroht und homophob beleidigt haben. Der 49-Jährige wurde leicht an der linken Hand verletzt. Eine Behandlung war nicht erforderlich. Die weiteren Ermittlungen wegen fahrlässiger Körperverletzung, Bedrohung und Beleidigung hat ein Fachkommissariat des Polizeilichen Staatsschutzes des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1321304.php,berlin_police_results.csv,True,['homophobie'],08.05.2023,['13.30'],"['61', '49', '49']",[],"['beleidigung', 'körperverletzung']",['homophob'],
Zeugen schreiten ein und werden attackiert,07.05.2023,Neukölln,"Nr. 0706
Gestern Abend schritt in Neukölln ein Paar ein, als ein Mann zum wiederholen Male eine Frau ansprach und nicht von ihr abließ. Nach bisherigen Erkenntnissen soll ein 48-Jähriger gegen 21.30 Uhr eine unbekannt gebliebene Frau in der Sonnenallee belästigt haben. Als ein 25 Jahre alter Mann mit seiner 24-jährigen Freundin einschritt, schlug der 48-Jährige den jungen Mann gegen den Brustkorb und beleidigte ihn und seine Begleiterin fremdenfeindlich. Der 25-Jährige erlitt Schmerzen am Oberkörper, lehnte aber zunächst eine ärztliche Behandlung ab. Beim Eintreffen der alarmierten Polizistinnen und Polizisten war die mutmaßlich belästigte Frau nicht mehr am Ort. Eine Atemalkoholmessung ergab bei dem Tatverdächtigen einen Wert von rund 2,3 Promille. Er kam in einen Polizeigewahrsam, wo eine Blutentnahme erfolgte. Aufgrund seiner nicht nachlassenden Aggressivität verbrachte er dort die Nacht und wurde heute Morgen wieder auf freien Fuß gesetzt. Die weiteren Ermittlungen
    führt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1321227.php,berlin_police_results.csv,True,['fremdenfeindlich'],07.05.2023,['21.30'],"['48', '24', '48', '25']","['mann', 'frau', 'frau', 'mann', 'mann', 'frau']",[],['fremdenfeindlich'],
Frau schreitet ein und wird geschlagen,06.05.2023,Steglitz-Zehlendorf,"Nr. 0702
Mehrere Fahrgäste schritten gestern Abend ein, als ein Mann eine Frau in einem Bus in Steglitz beleidigte. Nach bisherigen Erkenntnissen stieg der 30-jährige Mann gegen 21 Uhr an der Haltestelle Filandastraße in einen Bus der Linie 282 in Richtung Mariendorf und beleidigte eine sich im Bus befindliche unbekannt gebliebene Frau rassistisch und fremdenfeindlich. Als eine 38-jährige Mitfahrende zusammen mit weiteren Fahrgästen einschritt, schlug der Tatverdächtige der 38-Jährigen mit der flachen Hand ins Gesicht. Sie hatte keine Schmerzen und lehnte eine ärztliche Behandlung ab. Beim Eintreffen der alarmierten Polizistinnen und Polizisten war die Beleidigte nicht mehr am Ort. Eine Atemalkoholmessung ergab bei dem 30-Jährigen einen Wert von über 1,8 Promille. Nach den polizeilichen Maßnahmen und der Feststellung seiner Personalien konnte der 30-Jährige seinen Weg fortsetzen. Die weiteren Ermittlungen wegen Beleidigung und Körperverletzung führt der Polizeiliche
    Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1321195.php,berlin_police_results.csv,True,"['fremdenfeindlich', 'rassistisch']",06.05.2023,['21'],"['30', '38', '38', '30', '30']","['frau', 'mann', 'frau', 'mann', 'frau']","['schlagen', 'beleidigung', 'körperverletzung']","['rassistisch', 'fremdenfeindlich']",
Frau rassistisch beleidigt und geschlagen,05.05.2023,Steglitz-Zehlendorf,"Nr. 0698
In Lankwitz kam es heute früh zu rassistischen Äußerungen und einer Körperverletzung zum Nachteil einer 39-jährigen Frau. Nach derzeitigem Kenntnisstand war die Frau gegen 5.50 Uhr in einem fahrenden Bus der Linie 283 in Richtung Steglitz unterwegs, als sie von einem bisher unbekannten Mann zunächst rassistisch beleidigt und anschließend auch noch mit mehreren Fauststößen gegen den Kopf geschlagen wurde. Als der Busfahrer daraufhin anhielt, gelang dem Unbekannten die Flucht aus dem Bus. Die Frau, die deutlich unter dem Eindruck der Straftat stand, erlitt Kopfschmerzen und gab an, sich selbst in ärztliche Behandlung begeben zu wollen. Der Polizeiliche Staatsschutz beim Landeskriminalamt hat die weiteren Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1321151.php,berlin_police_results.csv,True,['rassistisch'],05.05.2023,['5.50'],['39'],"['frau', 'frau', 'frau', 'mann', 'frau']","['schlagen', 'körperverletzung']","['rassistisch', 'rassistischen']",
Polizei Berlin schützt Versammlungen und Veranstaltungen am 8. und 9. Mai,05.05.2023,berlinweit,"Nr. 0688
Am 8. und 9. Mai jährt sich der Tag der Befreiung Deutschlands vom Nationalsozialismus zum 78. Mal. Damit einhergehend steht der Tag für das Ende des 2. Weltkrieges in Europa. Anlässlich des Gedenkens an das historische Ereignis werden traditionell zahlreiche Menschen – wie auch in den vergangenen Jahren – entsprechende Mahnmale und Gedenkstätten auch in Berlin besuchen.
Der Akt des Erinnerns sowie die Achtung dieser Gedenkstätten und Mahnmale ist auch vor dem Hintergrund des unverändert andauernden Russland-Ukraine-Krieges zu wahren. Dieser Krieg darf sich in Berlin, speziell im Hinblick auf das symbolträchtige Datum, nicht über den demokratischen Diskurs hinaus in Konflikten oder Auseinandersetzungen Bahn brechen.
Gemäß des deutsch-russischen Gesetzes über die Kriegsgräberfürsorge vom 16. Dezember 1992 steht die Polizei Berlin in der Verpflichtung, sowjetische Ehrenmale und Kriegsgräber vor dem Hintergrund der geschichtlichen Verantwortung Deutschlands zu schützen. Das würdevolle Gedenken an die gefallenen Soldatinnen und Soldaten der damaligen Sowjetarmee, die gemeinsam mit anderen Streitkräften dazu beigetragen haben, Deutschland und die Welt von der Nazidiktatur zu befreien, steht an diesen Tagen im Vordergrund.
Um dies zu gewährleisten, wurden für die Sowjetische Ehrenmale Treptow, Tiergarten und Schönholzer Heide sowie das jeweilige unmittelbare Umfeld Regelungen erlassen. Nach diesen ist es untersagt, auf den Geländen und im unmittelbaren Nahbereich Symboliken wie z. B.
russische und ukrainische Fahnen,
Georgsbänder
und Uniformen oder Uniformteile auch in abgewandelten Formen
zu zeigen.
Verboten ist auch
Marsch- bzw. Militärlieder abzuspielen und
Ausrufe zu tätigen, die aufgrund der aktuellen Situation geeignet sind, den Krieg in der Ukraine zu billigen, zu glorifizieren oder zu verherrlichen.
Die detaillierten Regelungen sind der
Allgemeinverfügung
zu entnehmen, die auch dieses Jahr wieder im Amtsblatt Berlin veröffentlicht ist.
Von jenen Regelungen ausgenommen sind Veteraninnen und Veteranen des 2. Weltkrieges, Diplomatinnen und Diplomaten sowie Vertretende und Delegationen von Staaten, die stellvertretend für die unmittelbar an der Befreiung Deutschlands beteiligten Staaten an den Gedenkveranstaltungen teilnehmen werden.
Versammlungen außerhalb der genannten Geltungsbereiche der Allgemeinverfügung unterliegen keiner Beschränkung. Hier gelten die Vorgaben des Versammlungsfreiheitsgesetzes Berlin.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1320879.php,berlin_police_results.csv,True,"['nationalsozialismus', 'nationalsozialistisch']",05.05.2023,[],[],[],['versammlung'],['nationalsozialismus'],
Versammlungen am 1. Mai - Positive Einsatzbilanz der Polizei Berlin,02.05.2023,berlinweit,"Nr. 0666
Der positive Trend setzt sich fort: Berlin erlebte erneut einen überwiegend störungsfreien und damit friedlichen Maifeiertag.
Den Tag über schützte die Polizei Berlin 19 Versammlungen, darunter
sieben Aufzüge,
elf Kundgebungen und
einen Aufruf
sowie drei Präventionsveranstaltungen.
Zu allen Versammlungen zählte die Einsatzleitung insgesamt rund 28.000 Teilnehmende.
Rund 7.100 Einsatzkräfte waren anlässlich der Versammlungslage über den Tag verteilt eingesetzt, wovon annähernd 2.600 Polizistinnen und Polizisten aus Baden-Württemberg, Bayern, Brandenburg, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Sachsen, Sachsen-Anhalt, Thüringen und Schleswig-Holstein sowie Beamtinnen und Beamte der Bundespolizei die Polizei Berlin unterstützten.
Mit Stand vom 2. Mai 2023, 3.30 Uhr nahmen die Einsatzkräfte 58 Männer und neun Frauen vorläufig fest. 21 von ihnen kamen für weitere Maßnahmen in einen Polizeigewahrsam.
Es wurden 99 Ermittlungsverfahren, unter anderem wegen Landfriedensbruchs, Widerstands gegen und tätlichen Angriffs auf Vollstreckungsbeamte, Gefangenenbefreiung, Sachbeschädigung und gefährlicher Körperverletzung eingeleitet.
Neun Einsatzkräfte wurden am gestrigen Tag bzw. in der vergangenen Nacht überwiegend durch Prellungen verletzt.
Von der Gesamtbilanz stehen 56 Festnahmen und 88 Ermittlungsverfahren sowie acht verletzte Einsatzkräfte im Zusammenhang mit dem um 18 Uhr gestarteten Aufzug.
Zunächst startete gegen 10.40 Uhr der Deutsche Gewerkschaftsbund seine zum 1. Mai traditionellen Versammlungen. Ein Aufzug mit rund 6.000 Teilnehmenden verlief störungsfrei und erreichte gegen 12.20 Uhr den Endplatz am Roten Rathaus. Dort fand im Anschluss eine Kundgebung statt, welche bis etwa 13.30 Uhr mit in der Spitze rund 6.000 Versammelten andauerte.
Einem Aufruf, sich am Vormittag am Brandenburger Tor zu versammeln, folgten rund 1.200 Personen, die einen Fahrradkorso mit dem Motto „Critical Mass“ bildeten und gegen 11.30 Uhr nach Grunewald fuhren. Dort schlossen sich die Teilnehmenden einem angezeigten Aufzug mit dem Titel „1. Mai im Grunewald – Reichtum wird enteignet“ an, der gegen 12.20 Uhr begann und sich kurz nach 14 Uhr am Johannaplatz in Bewegung setzte. Unmittelbar vor dem Loslaufen kam es noch – wie zuvor angezeigt und gestattet – zum Zünden von Pyrotechnik. Die störungsfreie Demonstration erreichte in der Spitze etwa 3.700 Teilnehmende und kam nach einer Zwischenkundgebung am Bahnhof Grunewald gegen 16.30 Uhr wieder am Johannaplatz an.
Einige der ehemaligen Versammlungsteilnehmenden setzten ihren Weg gegen 16.50 Uhr gemeinsam auf Fahrrädern fort. Der als neuer Aufzug bewertete Fahrradkorso mit etwa 230 Personen erreichte gegen 18 Uhr sein neues Ziel in der Boddinstraße.
Gegen 19 Uhr wurde die noch andauernde Versammlung am Johannaplatz für beendet erklärt.
Bei drei störungsfreien Kundgebungen, die am Mariannenplatz in Kreuzberg mit den Titeln „Rave zum revolutionären 1.Mai. Zur Sonne – zur Freiheit”, „1.Mai-Fest der LINKEN auf dem Mariannenplatz” und „Kundgebung zum Tag der Arbeit” stattfanden, wurden von 11 Uhr bis 22 Uhr insgesamt 3.750 Teilnehmende gezählt.
In der Lübbener Straße versammelten sich ab etwa 12 Uhr rund 30 Personen zu einer Kundgebung unter dem Motto „Unser Ziel ist es, eine friedliche Spenden-Demo zu veranstalten“, welche ohne Störungen endete.
Bis zu 25 Teilnehmende versammelten sich ab etwa 12.40 Uhr am Spittelmarkt, um dort eine Kundgebung mit dem Titel „Rave für den Erhalt unseres Lebensraumes und ein friedliches Miteinander“ abzuhalten. Ohne Vorkommnisse ging diese gegen 22.20 Uhr zu Ende.
Gegen 13.20 Uhr begann an der Bad- Ecke Behmstraße eine störungsfreie Versammlung mit dem Thema „Alle zusammen – heraus für Frieden auf der Welt“. Kurz nach 14 Uhr setzte sich der Aufzug mit etwa 290 Teilnehmenden in Bewegung, erreichte in der Spitze bis zu 345 Personen und kam für eine Zwischenkundgebung kurz nach 15 Uhr am Nettelbeckplatz an. Der Aufzug erreichte gegen 16.50 Uhr mit noch rund 250 Personen den Endplatz am Ausgangspunkt. Gegen 17.40 Uhr war die Versammlung beendet.
Eine zu 14 Uhr in einer Bar in der Manteuffelstraße angezeigte Kundgebung wurde kurz nach dem Beginn vom zuständigen Bezirksamt untersagt.
Zu einem Aufzug mit dem Titel „Jugend gegen Krieg und Krise“ versammelten sich gegen 15.15 Uhr zunächst rund 65 Personen in der Skalitzer Ecke Wiener Straße, welche sich nach etwa einer halben Stunde auf den Weg durch Neukölln machten. Gegen 16.20 Uhr wurde die Kreuzung Sonnenallee Ecke Reuterstraße erreicht, wo eine Zwischenkundgebung mit inzwischen 150 Teilnehmenden abgehalten wurde. Gegen 16.50 Uhr wurde der Endplatz an der Hermann- Ecke Flughafenstraße erreicht und kurz darauf die Versammlung beendet. Auch dieser Aufzug verlief ohne nennenswerte Vorkommnisse.
Zu einem „Kulturhistorischen Spaziergang“ kamen kurz nach 16 Uhr etwa zehn Teilnehmende am S-Bahnhof Treptower Park zusammen. Das Ziel in der Magdalenenstraße wurde gegen 17.40 Uhr erreicht und die angezeigte Versammlung beendet.
Bei vier Gegenkundgebungen, die mit den Titeln „Gegenkundgebung zum „Kulturhistorischer Spaziergang“ der AfD Berlin Lichtenberg“, „Gegen Geschichtsklitterung von AfD & Co. – der AfD den 1. Mai vermiesen”, „Antifaschistische Kundgebung zum 1. Mai” und „Gegen Rechte Vereinnahmungen des Tags der Arbeit, des 1. Mai.” Angemeldet waren, versammelten sich von 15.40 Uhr bis 18.10 Uhr insgesamt rund 400 Personen. Polizeieinsatzkräfte unterbanden durch Abdrängen und mit Einsatz eines Diensthundes das direkte Aufeinandertreffen der Angehörigen beider Seiten.
Kurz nach 17 Uhr begann die mit der Bezeichnung „Revolutionärer Erster Mai“ angezeigte Versammlung. Zu dieser kamen zunächst etwa 1.000 Teilnehmende am U-Bahnhof Boddinstraße in Neukölln zusammen. Eine Stunde später waren es bereits rund 3.200 Personen, die im weiteren Verlauf in der Spitze auf circa 12.000 Teilnehmende aufwuchsen.
Anlässlich dieser Demonstration hatte die Polizei Berlin am Vortag mit einer Pressemeldung öffentlich auf die Beschränkungen und Verbote nach dem Versammlungsfreiheitsgesetz Berlin hingewiesen, darunter insbesondere auf das Verbot von Vermummungsgegenständen und Pyrotechnik.
Kurz nach 18 Uhr startete der Aufzug mit etwa 4.000 Teilnehmenden in Richtung Oranienplatz. Gegen 18.30 Uhr wurden pyrotechnische Erzeugnisse gezündet, in Teilen Vermummung angelegt sowie polizeikritische und polizeifeindliche Sprüche skandiert. Einzelne Würfe von Flaschen und Farbbeuteln – unter anderem gegen eine Bankfiliale und gegen die Polizeiwache am Kottbusser Tor – blieben folgenlos. Hingegen wurde ein Polizist bei einem Böllerwurf im Kottbusser Damm getroffen und leicht verletzt, konnte aber seinen Dienst fortsetzen. Am Kottbusser Tor wurde zudem ein Beamter mit einem Faustschlag attackiert. Auch er konnte im Dienst verbleiben.
Im Rahmen einer vorher nicht geplanten Zwischenkundgebung an der Kreuzung Oranienstraße Ecke Adalbertstraße und somit noch vor dem Erreichen des Endplatzes am Oranienplatz erklärte der Verantwortliche seine Versammlung gegen 20 Uhr für beendet. Bis auf die Sicherung in der Adalbertstraße, wo zum Schutz der Polizeiwache am Kottbusser Tor Absperrgitter aufgestellt waren, konnten die Teilnehmenden den Demonstrationszug in allen Richtungen verlassen. Dies wurde von der Polizei Berlin auch über Lautsprecher kommuniziert.
Am Antreteplatz in der Boddinstraße kam es vor dem Loslaufen zu einem antisemitischen Ausruf. Hierzu wurde ein Ermittlungsverfahren wegen Volksverhetzung eingeleitet, dessen Bearbeitung der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen hat. Zudem wurde umgehend Kontakt zur Versammlungsleitung aufgenommen, um weitere Straftaten zu verhindern.
Bei einer versuchten Gefangenenbefreiung am Kottbusser Tor kam es gegen 20.35 Uhr zu einem tätlichen Angriff auf Vollstreckungsbeamte. Dabei kollabierte die Angreiferin. Nachdem die Einsatzkräfte umgehend Erste Hilfe geleistet hatten, kam die Frau zur weiteren Behandlung in ein Krankenhaus.
Gegen 22 Uhr herrschte am Kottbusser Tor und den umliegenden Straßen ein normales Straßenbild.
Bei drei weiteren, unter anderem vom Bezirksamt Neukölln organisierten Präventionsveranstaltungen in Neukölln („1. Mai – Gemeinsam für Neukölln“, „Fest für Kinder und Jugendliche in der High-Deck-Siedlung“ und Präventionsprojekt MayFriends) wurden in der Zeit von 13 bis 19.30 Uhr insgesamt annähernd 900 Besucherinnen und Besucher gezählt. Störungen wurden bei den Straßen- und Familienfesten, die auch der Neuköllner Bezirksbürgermeister besuchte, nicht registriert.
Zusammenfassend kann festgestellt werden, dass es sich nach dem Vorjahr um einen weiteren friedlichen 1. Mai gehandelt hat. Hierzu stellt die Polizeipräsidentin Dr. Barbara Slowik fest: „Dank des klugen und besonnenen Vorgehens blicken wir auf einen weitgehend störungsfreien und somit erfolgreichen Einsatz zurück. Der diesjährige 1. Mai verlief nochmals friedlicher als der im Vorjahr. Hierfür möchte ich mich beim Einsatzleiter und seinem Team, aber auch bei allen Einsatzkräften, insbesondere den Unterstützungskräften aus den Bundesländern und von der Bundespolizei bedanken. Bedauerlicherweise wurden auch dieses Jahr wieder Einsatzkräfte verletzt. Den Kolleginnen und Kollegen wünsche ich rasche und vollständige Genesung.“",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1319388.php,berlin_police_results.csv,True,"['volksverhetzung', 'antisemitisch']",02.05.2023,"['3.30', '18', '10.40', '12.20', '13.30', '11.30', '12.20', '14', '16.30', '16.50', '18', '19', '11', '22', '12', '12.40', '22.20', '13.20', '14', '15', '16.50', '17.40', '14', '15.15', '16.20', '16.50', '16', '17.40', '15.40', '18.10', '17', '18', '18.30', '20', '20.35', '22', '19.30']",[],"['frau', 'jugendliche']","['angriff', 'versammlung', 'körperverletzung']","['volksverhetzung', 'antisemitischen']",
Verbot einer Versammlung,28.04.2023,Mitte,"Nr. 0643
Nach Bewertung aller Umstände und Erkenntnisse sowie der Abwägung sämtlicher Interessen – insbesondere dem Grundrecht auf Versammlungsfreiheit – hat die Polizei Berlin heute eine für das bevorstehende Wochenende angezeigte Versammlung sowie die Durchführung jeder Ersatzveranstaltung bis zum 1. Mai 2023 in Berlin verboten.
Basierend auf Erfahrungen der vergangenen Jahre und auch der jüngeren Vergangenheit, weitergehenden Erkenntnissen und Erstellung einer Prognose hat die Prüfung der Versammlungsbehörde ergeben, dass die unmittelbare Gefahr besteht, dass es bei der Versammlung zu
volksverhetzenden, antisemitischen Ausrufen,
Gewaltverherrlichung,
dem Vermitteln von Gewaltbereitschaft und dadurch zu Einschüchterungen sowie
Gewalttätigkeiten
kommt.
Das Verbot betrifft folgende Versammlung:
Samstag, den 29. April 2023
Versammlung namens
“Für eine neue Zukunft im nahen Osten”
14 bis 18 Uhr, U-Bahnhof Bernauer Straße – Brunnenstraße – Badstraße",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1318932.php,berlin_police_results.csv,True,['antisemitisch'],28.04.2023,['18'],[],[],['versammlung'],['antisemitischen'],
