Title,Date,Location,Text,URL,Tag
Keller aufgebrochen,12.02.2025,"Hauptbahnhof und Brauhausberg Nord, Potsdam","Am Dienstagmorgen wurden durch einen Bewohner eines Mehrfamilienhauses mehrere Kellereinbrüche gemeldet. In der Zeit zwischen Sonnabend und Dienstagfrüh verschafften sich die Täter auf unbekannte Art Zugang zum Haus und zum Kellertrakt. Hier wurden dann vier Kellerverschläge gewaltsam geöffnet. Was konkret gestohlen wurde, war zum Zeitpunkt der Anzeigenaufnahme noch nicht bekannt. Geschädigt wurden vier Mietparteien und die Hausverwaltung. Der vorläufig bekannte Schaden wurde 2.000 Euro geschätzt.",https://polizei.brandenburg.de/pressemeldung/keller-aufgebrochen/5432812,None
Diebstahl von VW Bus,12.02.2025,"Babelsberg Nord, Karl-Marx-Straße, Potsdam","In der Nacht von Montag zum Dienstag stahlen unbekannte Täter einen VW Transporter in Babelsberg Nord. Das Fahrzeug stand auf einem Mieterparkplatz und war gesondert gesichert. Wie der oder die Täter das Auto entwendeten, ist noch unklar. Das Fahrzeug wurde zur Fahndung ausgeschrieben. Der Schaden liegt im fünfstelligen Bereich. Es wurde eine Anzeige aufgenommen.",https://polizei.brandenburg.de/pressemeldung/diebstahl-von-vw-bus/5432811,None
Buntmetalldiebe zu Werke gewesen,12.02.2025,"Prenzlau, Uckermark","Am 11.02.2025 wurden Polizisten in die Gustower Straße gerufen. Dort waren noch Unbekannte in eine derzeit leerstehende Wohnung eingedrungen und hatten sämtliche Kupferrohre der Heizungsanlage mit sich genommen. Der so hinterlassene Sachschaden wird auf rund 1.000 Euro geschätzt. Um wen es sich bei den Dieben handelte und wo die Rohre abgeblieben sind, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/buntmetalldiebe-zu-werke-gewesen/5432863,None
Autodiebstahl endet mit Verkehrsunfall,12.02.2025,"Kleinmachnow, Potsdam-Mittelmark","Die Polizei ist in der vergangenen Nacht darüber informiert worden, dass unbekannte Täter gerade einen Pkw BMW in Kleinmachnow entwendet hatten. Sie manipulierten offenbar das Keyless-Go-System und fuhren mit dem Auto davon.
Durch die Polizei wurden unmittelbar umfangreiche Fahndungsmaßnahmen eingeleitet, woraufhin das Fahrzeug auf der Autobahn 10 gesichtet werden konnte. Die Täter verließen die Autobahn und flüchteten vor den Beamten in dem Auto und mit überhöhter Geschwindigkeit über ein Feld. Schließlich gerieten sie im Bereich Löwenbruch (TF) in einen Graben und setzten ihre Flucht zu Fuß fort. Trotz intensiver Fahndungsmaßnahmen des Einsatzes eines Fährtenhundes und eines Polizeihubschraubers konnten keine Tatverdächtigen mehr festgestellt werden. Das Fahrzeug wurde zur Beweissicherung sichergestellt. Der Schaden wird auf etwa 60.000 Euro geschätzt. Durch die Polizei wurde eine Strafanzeige aufgenommen und weitere Ermittlungen eingeleitet.",https://polizei.brandenburg.de/pressemeldung/autodiebstahl-endet-mit-verkehrsunfall/5432750,None
Einbruch in Reihenhaus,12.02.2025,"Falkensee, Glienicker Straße, Havelland",Dienstagnachmittag verschafften sich unbekannte Täter über die Terrassentür gewaltsam Zutritt zum Inneren des Reihenhauses. Auf der Suche nach wertintensiven Gegenständen durchsuchten diese die Räumlichkeiten. Bislang konnten noch keine Erkenntnisse zum Diebesgut erlangt werden. Die Spurensicherung am Tatort erfolgte durch die Kriminaltechnik. Polizeibeamte vor Ort nahmen eine Strafanzeige auf.,https://polizei.brandenburg.de/pressemeldung/einbruch-in-reihenhaus/5432374,None
Diebe klauen Beleuchtung vom Fahrzeug,12.02.2025,"Falkensee, Dallgower Straße, Havelland","Die Polizei Berlin informierte die Polizei Havelland am Dienstagnachmittag über einen Diebstahl im Falkenseer Stadtgebiet. Unbekannter Täter entwendeten in der Dallgower Straße, auf bislang unbekannte Art und Weise die Zusatzschweinwerfer des PKW der Halterin. Es entstand ein Schaden in Höhe von ca. 300 Euro. Polizeibeamte nahmen vor Ort eine Anzeige auf.",https://polizei.brandenburg.de/pressemeldung/diebe-klauen-beleuchtung-vom-fahrzeug/5432370,None
Mercedes Sprinter gestohlen,12.02.2025,"Brück, Gregor-von-Brück-Ring, Potsdam-Mittelmark","Durch den Geschädigten wurde am Dienstagmorgen mitgeteilt, dass sein PKW verschwunden ist. Vor Ort konnten die Beamten dann feststellen, dass das Fahrzeug, welcher zuvor auf dem umfriedeten Firmengelände geparkt wurde, durch unbekannte Täter entwendet wurde. Die Täter verschafften sich hierbei gewaltsamen Zutritt zum Grundstück, gelangten auf bislang nicht weiter bekannte Art und Weise in das verschlossene Fahrzeug und entwendeten dieses. Dabei entstand ein Schaden von über 25.000 Euro.
Eingeleitete Fahndungsmaßnahmen nach dem gestohlenen Sprinter führten bislang nicht zum Auffinden des Fahrzeuges.
Eine Strafanzeige wurde aufgenommen, Spuren gesichert. Die weiteren Ermittlungen werden durch die Kollegen der Kriminalpolizei fortgeführt.",https://polizei.brandenburg.de/pressemeldung/mercedes-sprinter-gestohlen/5432369,None
Findling beschmiert,12.02.2025,"Kirchmöser, Am Gleisdreieck, Brandenburg an der Havel","Durch Mitarbeiter des Ordnungsamtes wurde der Polizei am Dienstagnachmittag mitgeteilt, dass bislang unbekannte Täter einen, innerhalb einer Verkehrsinsel befindlichen Stein (Findling) auf beiden Seiten mit Sprühfarbe beschmiert haben. Auf der Vorderseite des Findling haben die Täter eine zirka 1x1 Meter große Farbfläche aufgetragen - auf beiden Seiten dann zusätzlich auch einzelne Buchstaben. Die Polizei hat Strafanzeige aufgenommen und Spuren gesichert. Der Sachschaden wurde auf etwa 100 Euro geschätzt. Das Ordnungsamt kümmert sich nun um die Beseitigung der Schmiererei.",https://polizei.brandenburg.de/pressemeldung/findling-beschmiert/5432358,None
Einbruch in Einfamilienhaus,12.02.2025,"Michendorf, Wohngebiet, Potsdam-Mittelmark","Die Geschädigten meldete der örtlichen Polizei in der Mittwochnacht den Einbruch in ihr Einfamilienhaus. Bislang unbekannte Täter gelangten dabei, während der Abwesenheit der Eigentümer gewaltsam über ein straßenabgewandtes Fenster in das Einfamilienhaus. Anschließend durchsuchten sie sämtliche Räumlichkeiten nach wertintensiven Gegenständen. Zum Zeitpunkt der Anzeigenaufnahme konnten noch keine Angaben über entwendete Gegenstände getätigt werden. Der Sachschaden wurde daher vorerst auf 1.000 Euro geschätzt. Es wurde eine Strafanzeige aufgenommen und Spuren durch die Kriminalpolizei gesichert.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-einfamilienhaus/5432319,None
Mutmaßlichen Ladendieb geschnappt,12.02.2025,"Luckenwalde, Ortslage, Teltow-Fläming","Die Polizei ist am Dienstagnachmittag über einen mutmaßlichen Ladendieb in Luckenwalde informiert worden. Nach derzeitigem Kenntnisstand soll der 57-jährige Mann versucht haben, Handschuhe in einem Geschäft zu entwenden, und durch das Personal beim Entfernen der Verkaufsetiketten beobachtet worden sein.
Polizeibeamte begaben sich vor Ort und nahmen eine Strafanzeige auf.
Dienstag, 11.02.2025, 14:57 Uhr",https://polizei.brandenburg.de/pressemeldung/mutmasslichen-ladendieb-geschnappt/5431729,None
Fahrrad gestohlen,12.02.2025,"Blankenfelde-Mahlow, Blankenfelde, Ortslage, Teltow-Fläming","Am Dienstagmittag wurde der Polizei ein Diebstahl gemeldet. Bislang unbekannte Täter entwendeten aus einer Garage auf einem Privatgrundstück ein Damenrad.
Durch die eingesetzten Beamten wurde der Tatort dokumentiert und eine entsprechende Strafanzeige gefertigt.
Dienstag, 11.02.2025, 11:47 Uhr",https://polizei.brandenburg.de/pressemeldung/fahrrad-gestohlen/5431725,None
Betrüger bestehlen Seniorin,11.02.2025,"Rathenow, Stadtgebiet, Havelland","Drei, bislang unbekannte Täter gaben sich am Montagnachmittag gegenüber der 85-jährigen Seniorin als Handwerker aus, welche im Auftrag der Wohnungsverwaltung die Steckdosen ihrer Wohnung überprüfen müssten. Im Zuge dessen betraten die Männer mit ihrem Einverständnis die Wohnung und entwendeten bei günstiger Gelegenheit Bargeld aus einer der Räumlichkeiten. Es entstand ein Schaden von mehreren Tausend Euro. Polizeibeamte nahmen eine Strafanzeige auf und leiteten Ermittlungen ein.",https://polizei.brandenburg.de/pressemeldung/betrueger-bestehlen-seniorin/5430520,None
Sachbeschädigung an geparkten Fahrzeug,11.02.2025,"Dallgow-Döberitz, Hamburger Chaussee, Havelland","Samstagabend parkte der 47-jährige Halter des VW diesen im öffentlichen Verkehrsraum, der Hamburger Chaussee in Dallgow-Döberitz. Als er am Montagnachmittag zu seinem Fahrzeug zurückkehrte, musste er feststellen, dass in der Zwischenzeit bislang unbekannte Täter die Türen und das Dach seines PKW gewaltsam beschädigt haben. Es entstand Sachschaden von ca. 1.000 Euro. Polizeibeamte vor Ort nahmen eine Anzeige auf und sicherten Spuren.",https://polizei.brandenburg.de/pressemeldung/sachbeschaedigung-an-geparkten-fahrzeug/5430510,None
Ohne Fahrerlaubnis und unter Drogen,11.02.2025,"Doberlug-Kirchhain, Elbe-Elster","Bei einer Verkehrskontrolle wurde ein 17-Jähriger mit einem Kleinkraftrad ohne Fahrerlaubnis am Montag festgestellt.
Ein Drogenvortest reagierte positiv auf Cannabis sowie Amphetamine, so dass eine Blutprobe angeordnet und Anzeige erstattet wurde.",https://polizei.brandenburg.de/pressemeldung/ohne-fahrerlaubnis-und-unter-drogen/5430050,None
Multicar mit Holz gestohlen,11.02.2025,"Lindthal, Elbe-Elster","Der Polizei wurde am Dienstag zur Anzeige gebracht, dass Unbekannte von einem Grundstück einen Multicar mit Holz gestohlen hatten. Weiterhin wurde ein Schuppen aufgebrochen und eine Wasserpumpe entwendet.
Der angerichtete Sachschaden beziffert sich im vierstelligen Bereich.",https://polizei.brandenburg.de/pressemeldung/multicar-mit-holz-gestohlen/5430048,None
In Garage eingebrochen,11.02.2025,"Säritz, Oberspreewald-Lausitz","Am Dienstagmorgen musste der Besitzer einer Garage im Buckower Weg feststellen, dass Unbekannte in diese eingebrochen waren.
Drei Fahrräder und diverses Werkezeug im Wert von mehreren tausend Euro wurden entwendet.",https://polizei.brandenburg.de/pressemeldung/in-garage-eingebrochen/5430040,None
Fahrzeugkontrollen mit Folgen,11.02.2025,"Schipkau, Schwarzheide, Oberspreewald-Lausitz","Bei Fahrzeugkontrollen stellten Polizisten am Montagabend gegen 18:30 Uhr in der Friedrich-Engels-Straße von Schipkau einen 67-jährigen PKW-Fahrer unter Alkoholeinfluss fest. Ein Test ergab einen Wert von über 1,5 Promille und eine Blutprobe wurde angeordnet. Der Führerschein wurde weiterhin sichergestellt und die Weiterfahrt untersagt.
So auch bei einem 18-jährigen der mit dem PKW gegen 21:00 Uhr in Schwarzheide kontrolliert wurde. Ein Drogenvortest reagierte positiv auf Kokain bei ihm.",https://polizei.brandenburg.de/pressemeldung/fahrzeugkontrollen-mit-folgen/5430032,None
Ohne Fahrerlaubnis und Versicherungsschutz,11.02.2025,"Vetschau, Oberspreewald-Lausitz","Montagnacht gegen 23:30 Uhr wurde ein PKW-Fahrer auf der Suschower Straße durch die Polizei einer Kontrolle unterzogen. Dabei stellten sie fest, dass er nicht im Besitz einer gültigen Fahrerlaubnis war und die Kennzeichen zu einem anderen Fahrzeug gehörten.
Dem 28-Jährigen brachte dies gleich zwei Anzeigen ein. Er musste seinen Weg zu Fuß fortsetzen.",https://polizei.brandenburg.de/pressemeldung/ohne-fahrerlaubnis-und-versicherungsschu/5430039,None
Autoanhänger gestohlen,11.02.2025,"Gehren-Heideblick, Dahme-Spreewald","In der Nacht zum Dienstag war von einem verschlossenen Grundstück in der Gerostraße ein Autoanhänger gestohlen worden, wie der Polizei in den Morgenstunden gemeldet wurde.
Gleichzeitig mit der Anzeigenaufnahme wurde die internationale Fahndung nach dem Modell SARIS eingeleitet.",https://polizei.brandenburg.de/pressemeldung/autoanhaenger-gestohlen/5430028,None
Kriminaltechniker im Einsatz,11.02.2025,"Eichwalde, Dahme-Spreewald","Einen Wohnungseinbruch, der im Tagesverlauf des Montages in der Gosener Straße verübt wurde, hatten die Eigentümer der Polizei gegen 19:00 Uhr gemeldet. Gewaltsam waren Kriminelle in ein Einfamilienhaus eingedrungen und die Räume nach Beute durchsucht.
Was im Einzelnen gestohlen wurde und die Höhe der verursachten Schäden ist nun Gegenstand kriminalpolizeilicher Ermittlungen. In deren Rahmen kamen bis in die Nachtstunden Kriminaltechniker bei der Spurensicherung zum Einsatz.",https://polizei.brandenburg.de/pressemeldung/kriminaltechniker-im-einsatz/5430022,None
Laubeneinbruch,11.02.2025,"Straupitz, Dahme-Spreewald","Einbrecher trieben ihr Unwesen am vergangenen Wochenende im Weidenweg, wie der Polizei am Montagnachmittag angezeigt wurde. Nach dem Aufbrechen einer Gartenlaube hatten sie es offenbar auf Werkzeug und Akkumaschinen abgesehen, so dass ein Schaden von mehr als 100 Euro zu beklagen ist.
Nach der ersten Spurensicherung hat die Kriminalpolizei weitere Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/laubeneinbruch/5430021,None
Ermittlungen eingeleitet,11.02.2025,"Fürstenwalde/Spree, Oder-Spree","Am Vormittag des 11.02.2025 wurden Polizisten zu einer Autowaschanlage in der Langewahler Straße gerufen. Dort hatten sich nachts zuvor noch Unbekannte an den Kassen von Waschboxen zu schaffen gemacht. Geld war darin nicht zu finden gewesen, doch hinterließen die Täter durch ihr Vorgehen auch so bereits einen Sachschaden von rund 2.000 Euro.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-eingeleitet/5430005,None
Unbelehrbar gezeigt,11.02.2025,"Frankfurt (Oder), Frankfurt (Oder)","Am Abend des 10.02.2025 wurde ein 61-jähriger Mann in einem Discounter in der August-Bebel-Straße beim Ladendiebstahl ertappt. Der polnische Staatsbürger hatte Lebensmittel und alkoholische Getränke mitgehen lassen wollen. Da der Mann im Tagesverlauf bereits zweimal mit Diebstahlsdelikten aufgefallen war, wobei wiederum ein Discounter und auch ein Baumarkt zu Tatorten wurden, nahmen alarmierte Polizisten ihn schließlich zur Verhinderung weiterer Geschehnisse in Gewahrsam. Gegen ihn läuft nun ein Ermittlungsverfahren.",https://polizei.brandenburg.de/pressemeldung/unbelehrbar-gezeigt/5429988,None
Betrunkener Autofahrer wurde auch noch handgreiflich,11.02.2025,"Erkner, Oder-Spree","Am frühen Morgen des 11.02.2025 hielten Polizisten in der Neu Zittauer Straße einen Fiat zu einer Verkehrskontrolle an. Dessen Fahrer wirkte nicht so richtig nüchtern und verströmte obendrein Alkoholgeruch. Ein Test offenbarte dann auch einen Atemalkoholwert von 1,75 Promille. Damit war für den 34-Jährigen die Fahrt beendet und sollte der Mann einem Arzt zur Blutprobenentnahme vorgestellt werden. Das beantwortete er jedoch mit Gewalttätigkeiten, so dass der Renitente letztlich zu Boden gebracht und in Handfesseln gelegt werden musste. Das hinderte ihn zwar nicht daran, weiter Beleidigungen auszustoßen, doch konnte der Arzt nun zumindest tätig werden. Zudem beschlagnahmten die Polizisten den Führerschein des Delinquenten.",https://polizei.brandenburg.de/pressemeldung/betrunkener-autofahrer-wurde-auch-noch-h/5430000,None
Sachschäden durch Diebstahlversuch,11.02.2025,"Luckau, Dahme-Spreewald","Am Montag wurde der Polizei zur Mittagszeit gemeldet, dass Autodiebe in der vergangenen Nacht eine Firma in der Berliner Straße heimgesucht hatten. Ein auf der Freifläche des Grundstücks abgestellter PKW KIA war angegriffen worden, offenbar um das Auto zu stehlen.
Der Versuch misslang, aber an dem Fahrzeug wurde ein Schaden von mehreren tausend Euro verursacht.",https://polizei.brandenburg.de/pressemeldung/sachschaeden-durch-diebstahlversuch/5429999,None
Räuber wurde auch noch ausfällig,11.02.2025,"Eisenhüttenstadt, Oder-Spree","Am Vormittag des 10.02.2025 betrat ein junger Mann einen Discounter in der Karl-Marx-Straße und begann ohne großes Zögern, seinen Rucksack mit Waren zu befüllen. Anschließend wollte er verschwinden, hatte das Ganze aber gar nicht bezahlt. Daraufhin sprach ihn eine Mitarbeiterin an, die von dem Dieb nun jedoch mit Münzgeld beworfen und verbal angegangen wurde. Erste Ermittlungen ließen einen bereits hinlänglich bekannten Deutschen als Tatverdächtigen in den Fokus der Polizei rücken. Der 25-Jährige hatte Bier und Lebensmittel mitgehen lassen und wird sich nun wegen räuberischen Diebstahls verantworten müssen.",https://polizei.brandenburg.de/pressemeldung/raeuber-wurde-auch-noch-ausfaellig/5429987,None
An Paketbox zu schaffen gemacht,11.02.2025,"Seelow, Märkisch-Oderland","Am frühen Morgen des 11.02.2025 meldete sich ein aufmerksamer Zeuge bei der Polizei, nachdem er mitbekommen hatte, wie zwei offensichtlich Jugendliche sich an einer DHL-Packstation in der Erich-Weinert-Straße zu schaffen machten. Nach ersten Erkenntnissen hatten sie eines der Fächer aufbrechen wollen, scheiterten jedoch bei all ihren Versuchen. Trotzdem hinterließen die noch Unbekannten einen Sachschaden von rund 200 Euro.",https://polizei.brandenburg.de/pressemeldung/an-paketbox-zu-schaffen-gemacht/5429985,None
Ermittlungen wegen Unfallflucht,11.02.2025,"Guben, Spree-Neiße","Eine Verkehrsunfallflucht wurde der Polizei am Dienstagvormittag in Guben gemeldet. Ein NISSAN-Fahrer war in einem Supermarkt an der Karl-Marx-Straße einkaufen. Im Anschluss hatte frische Unfallschäden an seinem auf dem Parkplatz abgestellten Auto festgestellt.
Die Polizei leitete Ermittlungen nach dem Unfallverursacher ein. Der Sachschaden an dem NISSAN wurde mit rund 2.000 Euro angegeben.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-wegen-unfallflucht/5429986,None
Einen Schaden von mehreren hundert Euro…,11.02.2025,"Neuenhagen b. Berlin, Märkisch-Oderland","…verursachten noch Unbekannte, die am gestrigen Tag in der Rudolf-Breitscheid-Allee einen der Außenspiegel eines Renault Masters stahlen. Vermutlich in den Abendstunden zwischen 18:00 und 18:30 Uhr muss das Ganze passiert sein. Jetzt ermittelt die Kriminalpolizei in der Sache.",https://polizei.brandenburg.de/pressemeldung/einen-schaden-von-mehreren-hundert-euro-/5429983,None
Fahrzeugscheibe eingeschlagen,11.02.2025,"Dahlwitz-Hoppegarten, Märkisch-Oderland","In den frühen Morgenstunden des 10.02.2025 schlugen noch Unbekannte die Scheibe eines PKW VW ein, der in der Jahnstraße abgestellt war. Nach bisherigen Erkenntnissen nahmen die Täter aber nichts aus dem Fahrzeug mit sich. Der entstandene Schaden wird trotzdem auf eine Summe von ca. 500 Euro geschätzt.",https://polizei.brandenburg.de/pressemeldung/fahrzeugscheibe-eingeschlagen/5429981,None
PKW gestohlen,11.02.2025,"Dahlwitz-Hoppegarten, Märkisch-Oderland","Einen schwarzen Kia Sorento, der in der Köpenicker Straße abgestellt gewesen war, haben noch Unbekannte in den Nachmittagsstunden des 10.02.2025 gestohlen. Polizisten leiteten umgehend die Fahndung nach dem Fahrzeug ein und nahmen eine Anzeige auf. Der Wert des PKW wird auf rund 25.000 Euro geschätzt.",https://polizei.brandenburg.de/pressemeldung/pkw-gestohlen/5429977,None
Diebe auf der Baustelle,11.02.2025,"Eichow, Spree-Neiße","Über 10.000 Euro Schaden haben Diebe auf einer Baustelle in Eichow hinterlassen, wie der Polizei am Dienstagmorgen angezeigt wurde. Im Laufe der letzten Tage waren hier rund 1.000 Liter Diesel entwendet worden.
Des Weiteren haben die Täter Werkzeuge und Teile eines Baggers gestohlen. Polizeibeamte sicherten am Ort des Geschehens Spuren und leiteten weiterführende Ermittlungen ein.",https://polizei.brandenburg.de/pressemeldung/diebe-auf-der-baustelle/5429976,None
Wohnmobil erwies sich als gestohlen,11.02.2025,"BAB 11, Barnim","Am frühen Morgen des 11.02.2025 stoppten Polizisten im Bereich des Parkplatzes Ladeburger Heide ein Wohnmobil. Wurde nach dem Fiat Chausson doch bereits gefahndet. Der Halter hatte nämlich mitbekommen, dass sein Fahrzeug vom Abstellplatz in der Hansestadt Lübeck verschwunden war und umgehend die Polizei eingeschaltet. Nun tauchte das gesuchte Mobil auf der BAB 11 auf und der mutmaßliche Dieb fand sich zügig in Handfesseln wieder. Der 58 Jahre alte Pole wird Einiges zu erklären haben. Er ist vorläufig festgenommen. Da der Mann über gesundheitliche Probleme klagte, befindet er sich derzeit aber noch unter Bewachung in einem Krankenhaus.",https://polizei.brandenburg.de/pressemeldung/wohnmobil-erwies-sich-als-gestohlen/5429975,None
Was man so bei sich hat,11.02.2025,"Ahrensfelde, Barnim","Am Abend des 10.02.2025 ertappten Mitarbeiter eines Bekleidungsgeschäftes im Kaufpark Eiche einen Mann beim Ladendiebstahl. Alarmierte Polizisten stellten dann fest, dass der 36-Jährige nicht nur ein Cuttermesser, sondern auch mutmaßliches Diebesgut aus anderen Geschäften bei sich hatte. Durch das Mitführen des Messers erhöht sich der Tatvorwurf nunmehr auf Diebstahl mit Waffe.",https://polizei.brandenburg.de/pressemeldung/was-man-so-bei-sich-hat/5429973,None
Ohne Fahrerlaubnis,11.02.2025,"Cottbus, Cottbus","Ohne Fahrerlaubnis war eine SKODA-Fahrerin am Dienstagmorgen mit Ihrem Auto in Cottbus unterwegs. Polzisten hatten das Auto gegen 07:30 Uhr in der Südstraße für eine Verkehrskontrolle gestoppt.
Eine Überprüfung hatte dabei ergeben, dass der Führerschein der Frau bereits im November letzten Jahres sichergestellt worden war. Daher wurde ein entsprechendes Strafverfahren eingeleitet und der Frau die Weitefahrt untersagt.",https://polizei.brandenburg.de/pressemeldung/ohne-fahrerlaubnis/5429974,None
Gleich zwei Anzeigen,11.02.2025,"Panketal, Barnim","In den Nachmittagsstunden des 10.02.2025 wurden der Polizei gleich zwei Einbrüche angezeigt. Betroffen waren jeweils Einfamilienhäuser in der Rigistraße und in jedem Fall gelangten die Täter über die Terrassentür in das Objekt. Bei der Anzeigenaufnahme war aber noch nicht zu klären gewesen, ob diejenigen auch etwas mit sich nahmen.",https://polizei.brandenburg.de/pressemeldung/gleich-zwei-anzeigen/5429965,None
Die Eingangstür hielt stand,11.02.2025,"Eberswalde, Barnim","Wie der Polizei am 10.02.2025 angezeigt wurde, haben noch Unbekannte versucht, in ein Lebensmittelgeschäft im Bahnhofsring einzubrechen. Doch hielt die Eingangstür des Ladens all ihren Bemühungen stand. Trotzdem hinterließen diejenigen einen Sachschaden von rund 400 Euro.",https://polizei.brandenburg.de/pressemeldung/die-eingangstuer-hielt-stand/5429958,None
E-Bikes aus Keller gestohlen,11.02.2025,"Cottbus, Cottbus","Montagabend wurde der Polizei angezeigt, dass Diebe insgesamt drei E-Bikes aus dem Gemeinschaftskeller eines Mehrfamilienhauses an der August-Bebel-Straße gestohlen haben. Bewohner hatten das Fehlen gegen 18:15 Uhr festgestellt.
Neben den Fahrrädern wurden auch eine Hose und Waschmittel entwendet. Der Gesamtschaden beläuft sich auf über 7.000 Euro.",https://polizei.brandenburg.de/pressemeldung/e-bikes-aus-keller-gestohlen/5429952,None
In Getränkemarkt eingebrochen,11.02.2025,"Schwedt/Oder, Uckermark","Zu früher Morgenstunde vernahm am heutigen Dienstag ein Anwohner der Berliner Allee lautstarke Geräusche, die von einem nahe gelegenen Getränkemarkt zu kommen schienen. Tatsächlich entdeckte er bei Nachschau einen Mann, der von dem Gelände weglief und dabei vier Kisten Leergut mit sich schleppte. Als derjenige bemerkte, dass sein Tun aufgeflogen war, stellte er die Kisten einfach ab und verschwand. Nach ersten Erkenntnissen hatte sich der nun Gesuchte gewaltsam Zugang zum umzäunten Pfandlager verschafft. Er wird mit einem Alter von ca. 50 Jahren und einer Größe von ca. 175 cm beschrieben. Bekleidet war er zum Tatzeitpunkt mit einer weißen Winterjacke sowie einer dunklen Hose.",https://polizei.brandenburg.de/pressemeldung/in-getraenkemarkt-eingebrochen/5429950,None
Audi gestohlen,11.02.2025,"Stahnsdorf, Potsdam-Mittelmark","Am Montagmorgen zeigten die Eigentümer eines Audis den Diebstahl des Fahrzeuges an. Der Wagen hatte zur Tatzeit unter einem Carport gestanden.
Unbekannte Täter fingen offenbar das Keyless-Go-Signal des Autoschlüssels ab und konnten das Auto in Betrieb nehmen. Der Schaden liegt bei mehreren zehntausend Euro. Das Auto wurde zur Fahndung ausgeschrieben. Durch die Polizei wurden Beweismittel gesichert und eine Anzeige aufgenommen.",https://polizei.brandenburg.de/pressemeldung/audi-gestohlen/5429281,None
Wohnungseinbruch,11.02.2025,"Babelsberg Süd, Potsdam","Im Lauf des Montags kam es zu einem Wohnungseinbruch in einem Mehrfamilienhaus in Babelsberg Süd. Unbekannte Täter stiegen auf den Balkon einer Erdgeschosswohnung, brachen dort gewaltsam die Tür auf und drangen ein. In der Wohnung wurden die Räume durchsucht. Nach einem ersten Überblick stahlen die Täter aufgefundenes Bargeld. Der Gesamtschaden liegt im vierstelligen Bereich.",https://polizei.brandenburg.de/pressemeldung/wohnungseinbruch/5429265,None
Diebstahl von Kupferkabel,11.02.2025,"Schlaatz, Potsdam","Am Montag wurde durch Mitarbeiter eines Dienstleistungsunternehmens der Diebstahl von Kupferkabeln angezeigt. Unbekannte Täter hatten sich in der Zeit vom 05.02.2025 zum 06.02.2025 mit unbekanntem Werkzeug Zugang zu Betriebsanlagen verschafft und hier 150m Kupferkabel abgeschnitten. Dadurch kam es zu Ausfällen im Telefonnetz, die jedoch durch das geschädigte Unternehmen behoben werden konnten. Der Schaden liegt bei mehreren tausend Euro. Es wurde eine Anzeige aufgenommen.",https://polizei.brandenburg.de/pressemeldung/diebstahl-von-kupferkabel/5429237,None
Minderjähriger mit Cannabis erwischt,11.02.2025,"Fürstenberg, Oberhavel","In der Bahnhofstraße haben Polizeibeamte im Rahmen einer Vermisstensuche am Montagmittag gegen 12:15 Uhr zwei Personen kontrollieren wollen, was schließlich zu einem Widerstand führte.
Das Erscheinungsbild der beiden 14-jährigen deutschen Jugendlichen hatte zur Personenbeschreibung der vermissten Minderjährigen gepasst, nach denen die Beamten suchten. Als die Polizisten sich den zu Kontrollierenden näherten, konnten sie beobachten, wie einer der beiden Jugendlichen versuchte Betäubungsmittel zu verstecken. Der Aufforderung die Substanzen herauszugeben, kam der 14-Jährige nicht nach, entwickelte stattdessen aggressives Verhalten und musste schließlich fixiert werden. Bei der anschließenden Durchsuchung wurde ein Tütchen Cannabisblüten gefunden und sichergestellt. Auch der zweite 14-Jährige führte Betäubungsmittelverdächtige Substanzen mit sich.
Es handelte sich schließlich bei keinem der kontrollierten Jugendlichen um die Vermissten, sodass sie nach Information an Erziehungsberechtigte aus der Maßnahme entlassen wurden. Es wurde niemand verletzt. Die Polizei ermittelt nun wegen Widerstand gegen Vollzugstreckungsbeamte.",https://polizei.brandenburg.de/pressemeldung/minderjaehriger-mit-cannabis-erwischt/5429166,None
