Title,Date,Location,Text,URL,RightWingRelated,KeywordMatch,OffenceType,Action,PossibleMotive
Mann beschädigt Geschäfte und schlägt Polizeibeamten,06.02.2025,"Historische Innenstadt, Lindenstraße / Brandenburger Straße, Potsdam","Über den Notruf meldete ein Zeuge am Mittwochabend, dass in der Potsdamer Innenstadt ein Mann auf Fensterscheiben von Geschäften und auf Fahrzeuge einschlägt, woraufhin umgehend Polizeibeamte zum Einsatzort geschickt wurden. Beim Eintreffen der Polizisten schlug der Mann einen Beamten und musste daraufhin mit einfacher körperlicher Gewalt fixiert werden. Die Polizeibeamten wurden dabei nicht verletzt. Der 46-Jährige beleidigte und bedrohte die Beamten außerdem verbal.
Da sich der Mann offenbar in einem psychischen Ausnahmezustand befand und unter dem Einfluss von Alkohol und Betäubungsmitteln stand, wurden Rettungskräfte hinzugerufen. Nach einer Untersuchung in einem Krankenhaus, wo auch eine Blutprobenentnahme erfolgte, wurde der 46-Jährige zur Verhinderung weiterer Straftaten in Gewahrsam genommen.
Im Rahmen der Anzeigenaufnahme wurden Schäden an den Scheiben von insgesamt drei Geschäften sowie einem Auto dokumentiert. Eine Schadenssumme kann derzeit noch nicht benannt werden. Die Kriminalpolizei ermittelt nun gegen den Mann wegen tätlichen Angriffs auf Polizeibeamte, Beleidigung, Bedrohung sowie Sachbeschädigung.",https://polizei.brandenburg.de/pressemeldung/mann-beschaedigt-geschaefte-und-schlaegt/5418194,False,,[],[],[]
Einbruch in Einfamilienhaus,06.02.2025,"Kleinmachnow, Potsdam-Mittelmark",Die Bewohner eines Einfamilienhauses aus Kleinmachnow zeigten am frühen Abend einen Einbruch an. Im Verlauf des Tages hatten unbekannte Täter ein Seitenfenster aufgebrochen und gelangten so in das Haus. Hier wurden dann die Räume durchsucht. Nach ersten Erkenntnissen erlangten die Einbrecher Bargeld und Schmuck. Der Gesamtschaden liegt bei mehreren tausend Euro. Am Tatort kamen Kriminaltechniker zum Einsatz und sicherten Spuren. Ebenso wurde eine Anzeige aufgenommen.,https://polizei.brandenburg.de/pressemeldung/einbruch-in-einfamilienhaus/5418193,False,,[],[],[]
Diebstahl aus Auto,06.02.2025,"Teltow, Potsdam-Mittelmark","Am frühen Donnerstagmorgen meldete sich der Besitzer eines Pkw VW aus Teltow bei der Polizei. Er hatte feststellt, dass unbekannte Täter innerhalb weniger Stunden in sein Fahrzeug eingedrungen waren und das Multifunktionsgerät aus der Mittelkonsole entwendet hatten. Hinweise auf die Täter liegen derzeit nicht vor. Der Schaden liegt im vierstelligen Bereich. Der Schaden wird auf etwa 2.500 Euro beziffert. Es wurde eine Anzeige aufgenommen.",https://polizei.brandenburg.de/pressemeldung/diebstahl-aus-auto/5418192,False,,[],[],[]
Diebstahl von zwei Handys,06.02.2025,"Waldstadt II, Potsdam",Am Mittwochmittag betraten zwei männliche Personen das Geschäft eines Mobilfunkanbieters im Potsdamer Stadtteil Waldstadt II und täuschten Kaufabsichten vor. Plötzlich rissen diese jedoch zwei hochwertige Mobilfunkgeräte von den Diebstahlsicherungen ab und flüchten aus dem Geschäft. Die Absuche des Nahbereiches führte nicht zur Feststellung der Personen. Der Wert des Diebesgutes liegt bei mehreren tausend Euro. Die Polizei sicherte Spuren und nahm eine Anzeige auf.,https://polizei.brandenburg.de/pressemeldung/diebstahl-von-zwei-handys/5418186,False,,[],[],[]
Täter schlagen Scheibe ein,06.02.2025,"Seddiner See OT Seddin, Hauptstraße, Potsdam-Mittelmark","Am Mittwochmorgen wurde bekannt, dass unbekannte Täter die Heckscheibe eines VW Transporters einschlugen und augenscheinlich versuchten etwas aus dem Innenraum zu entwenden. Nach jetzigem Kenntnisstand wurde nichts entwendet. Dem Fahrzeughalter entstand durch die Tat ein Sachschaden in Höhe von circa 1.000 Euro.",https://polizei.brandenburg.de/pressemeldung/taeter-schlagen-scheibe-ein/5418162,False,,[],[],[]
Fahrzeugscheibe eingeschlagen,06.02.2025,"Neustadt, Wollenweberstraße, Brandenburg an der Havel",On der Nacht von Dienstag auf Mittwoch schlugen unbekannte Täter die linke Seitenscheibe eines PKW VW ein und entwendeten aus dem Fahrzeuginneren einen Rucksack. Dem Fahrzeughalter entstand ein Sachschaden in Höhe von circa 500 Euro. Die Beamten übernahmen vor Ort die Spurensuche und                  Spurensicherung.,https://polizei.brandenburg.de/pressemeldung/fahrzeugscheibe-eingeschlagen/5418151,False,,[],[],[]
E-Bike und Angelzubehör aus Keller entwendet,06.02.2025,"Nord, Kreyssigstraße, Brandenburg an der Havel",Im genannten Tatzeitraum hebelte ein bislang unbekannter Täter mittels eines Werkzeuges das Schloss eines Kellerverschlages auf und entwendete aus dem Inneren ein E-Bike inklusive Zubehör und diverse Utensilien für den Angelsport. Die Gesamtschadenshöhe beläuft sich auf circa 5.000 Euro. Die Kollegen sicherten vor Ort Spuren. Die weiteren Ermittlungen übernimmt die Kriminalpolizei.,https://polizei.brandenburg.de/pressemeldung/e-bike-und-angelzubehoer-aus-keller-entw/5418147,False,,[],[],[]
Hinteres Kennzeichen entwendet,06.02.2025,"Nennhausen, An der Bahn, Parkplatz, Havelland","Die Nutzerin eines PKW Mercedes parkte diesen am Mittwochmorgen auf dem Parkplatz des Bahnhofs in Nennhausen. Während ihrer Abwesenheit nutzten unbekannte Täter offenbar die Gelegenheit und entwendeten das hintere Kennzeichenschild des PKW.
Als die Nutzerin am Nachmittag zu dem Fahrzeug zurückkehrte, stellte sie den Diebstahl fest. Es wurde eine Strafanzeige aufgenommen.
Mittwoch, 05.02.2025, 06:00 Uhr bis 15:10 Uhr",https://polizei.brandenburg.de/pressemeldung/hinteres-kennzeichen-entwendet/5418099,False,,[],[],[]
Scheibe eingeschlagen,06.02.2025,"Rathenow, Stadtgebiet, Havelland","Der Inhaber eines Geschäfts in Rathenow stellte am Mittwochnachmittag fest, dass unbekannte Täter die Scheibe des Geschäfts mit einem Stein eingeschlagen hatten. Nach ersten Erkenntnissen betraten die Unbekannten das Geschäft nicht.
Die Anzeigenaufnahme erfolgte durch die Polizeibeamten vor Ort. Weitere Ermittlungen erfolgen nun im Rahmen der Sachbearbeitung durch die Kriminalpolizei.
Mittwoch, 05.02.2025, 00:30 Uhr bis 16:00 Uhr",https://polizei.brandenburg.de/pressemeldung/scheibe-eingeschlagen/5418098,False,,[],[],[]
Einbrüche in Tagespflege und Baustelle,05.02.2025,"Oschätzchen, Lichterfeld, Elbe-Elster","Dienstagnacht wurde die Polizei nach
Oschätzchen
zu einer Tagespflegestätte in der Dorfstraße gerufen, nachdem Anwohner einen lauten Knall wahrnahmen. Die hinzugerufenen Beamten stellten zunächst ein eingeschlagenes Fenster am Objekt fest. Anschließend bestätigte sich, dass Unbekannte im Objekt waren und Inventar gestohlen hatten. Dabei entstand ein Sachschaden von etwa 1.500 Euro.
Am Mittwochmorgen bemerkten Firmenmitarbeiter einen aufgebrochenen Baucontainer bei
Lichterfeld
und verständigten die Polizei. Wie sich herausstellte, entwendeten Unbekannte größere Mengen Kraftstoff und Werkzeug vom Gelände. Die Beamten sicherten das Spurenaufkommen in beiden Fällen und übergaben die Ermittlungen an die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/einbrueche-in-tagespflege-und-baustelle/5416392,False,,[],[],[]
Untersagte Weiterfahrt nach Verkehrsstraftat,05.02.2025,"Schönborn, Elbe-Elster","Beamte kontrollierten am Dienstag gegen 15:00 Uhr den Fahrer eines PKW MERCEDES in der Bahnhofstraße. Hierbei stellten sie fest, dass der 22-Jährige Fahrzeugführer nicht im Besitz einer gültigen Fahrerlaubnis ist.
Ein Ermittlungsverfahren wurde eingeleitet und die Weiterfahrt untersagt.",https://polizei.brandenburg.de/pressemeldung/untersagte-weiterfahrt-nach-verkehrsstra/5416391,False,,[],[],[]
Vermögensschaden durch Betrug,05.02.2025,"Senftenberg, Oberspreewald-Lausitz","Betrüger meldeten sich im Laufe des Montags bei einem Ehepaar und gaben sich als Sparkassenmitarbeiter aus. Sie schilderten ein Problem mit den Girokarten des Pärchens, die vermeintlich einer Reparatur bedurften. Sie erschlichen sich durch geschickte Gesprächsführung zudem die PIN’s und hoben bis Dienstagnachmittag Geld von beiden Konten ab.
Dadurch entstand ein vierstelliger Gesamtschaden. Gegen die Betrüger ermittelt nun die Polizei.",https://polizei.brandenburg.de/pressemeldung/vermoegensschaden-durch-betrug/5416372,False,,[],[],[]
Folgenreiche Fahrten samt Anzeigen,05.02.2025,"Schönfeld, Senftenberg, Oberspreewald-Lausitz","Beamte kontrollierten Dienstag gegen 16:50 Uhr den Fahrer eines PKW BMW in der Ringstraße von
Schönfeld
. Es stellte sich heraus, dass der 32-jährige Fahrzeugführer nicht im Besitz einer gültigen Fahrerlaubnis war. Die Beamten untersagten ihm die Weiterfahrt.
Eine halbe Stunde zuvor ereignete sich ein ähnlicher Sachverhalt auf der Landstraße 55 bei
Senftenberg
. Beamte stellten den polizeibekannten Fahrer eines PKW AUDI im Gegenverkehr fest und kontrollierten diesen kurz darauf. Auch hier stellte sich heraus, dass der 53-Jährige nicht im Besitz einer gültigen Fahrerlaubnis ist. Zudem reagierte ein Drogenvortest positiv auf Cannabis. Nach der veranlassten Blutprobenentnahme blieb es allerdings nicht bei der bloßen Untersagung der Weiterfahrt. Da der Mann schon öfter wegen Fahrens ohne Fahrerlaubnis verurteilt wurde, ließen die Beamten den PKW sicherstellen.
Es wurden Ermittlungsverfahren eingeleitet.",https://polizei.brandenburg.de/pressemeldung/folgenreiche-fahrten-samt-anzeigen/5416347,False,,[],[],[]
Verletzter nach Auseinandersetzung,05.02.2025,"Senftenberg, Oberspreewald-Lausitz","Dienstagnachmittag kam es vor dem Hausaufgang einer öffentlichen Einrichtung im Dubinaweg zu einer körperlichen Auseinandersetzung zwischen einem Mitarbeiter und einem 34-jährigen Passanten.
Der 61-jährige Mitarbeiter wurde verletzt und begab sich selbstständig zum Arzt. Gegen den Angreifer wurde ein Ermittlungsverfahren wegen der Körperverletzung eingeleitet.",https://polizei.brandenburg.de/pressemeldung/verletzter-nach-auseinandersetzung/5416346,False,,[],[],[]
Werkzeugmaschinen gestohlen,05.02.2025,"Zeuthen, Dahme-Spreewald","Ein Firmengrundstück in der Schillerstraße war in der Nacht zum Mittwoch das Ziel von Einbrechern, wie der Polizei in den Morgenstunden angezeigt wurde. Nach dem gewaltsamen Eindringen in ein Gebäude hatten sie Werkzeuge und Arbeitsmaschinen im geschätzten Wert von rund 20.000 Euro gestohlen.
Nach der ersten Spurensicherung hat inzwischen die Kriminalpolizei weiterführende Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/werkzeugmaschinen-gestohlen/5416345,False,,[],[],[]
Kriminaltechniker im Nachteinsatz,05.02.2025,"Luckau, Dahme-Spreewald","Ein Wohnungseinbruch in der Hauptstraße, der im Tagesverlauf verübt worden war, wurde der Polizei am späten Dienstagabend angezeigt. Nach dem gewaltsamen Eindringen in das Gebäude hatten Kriminelle im Inneren eine Spur der Verwüstung verursacht.
Ersten Aussagen zufolge hatten sie es auf Bargeld und Schmuck abgesehen, eine Schätzung der Schäden liegt im vierstelligen Eurobereich. Bis nach Mitternacht waren Kriminaltechniker zur Spurensicherung im Einsatz.",https://polizei.brandenburg.de/pressemeldung/kriminaltechniker-im-nachteinsatz/5416343,False,,[],[],[]
Gestohlenes E-Bike sichergestellt,05.02.2025,"Lübben, Dahme-Spreewald","Kurz vor 16:30 Uhr erhielt die Polizei am Dienstag die telefonische Information, dass im Waldgebiet unweit der Hartmannsdorfer Straße ein scheinbar herrenloses E-Bike gefunden worden war. Bei der Überprüfung der Seriennummer wurde festgestellt, dass es nach einem Diebstahl am Vortag in Fahndung stand.
Der Besitzer des PEGASUS wurde verständigt, um sich sein Eigentum nach erfolgter Sicherstellung im Revier abholen zu können.",https://polizei.brandenburg.de/pressemeldung/gestohlenes-e-bike-sichergestellt/5416340,False,,[],[],[]
Diebstahl von der Ladefläche,05.02.2025,"Cottbus-Sachsendorf, Cottbus","Am Mittwochmorgen wurde der Polizei ein Diebstahl in der Anne-Frank-Straße angezeigt, der in der vorangegangenen Nacht verübt worden war. Von der Ladefläche eines geparkten PEUGEOT-Transporters hatten Diebe einen Baggerstampfer und Kanister mit Dieselkraftstoff entwendet.
Der betroffenen Firma wurde so ein Schaden im vierstelligen Eurobereich zugefügt.",https://polizei.brandenburg.de/pressemeldung/diebstahl-von-der-ladeflaeche/5416323,False,,[],[],[]
Versuchter Wohnungseinbruch,05.02.2025,"Rathenow, Stadtgebiet, Havelland","Da sich die Bewohnerin der Wohnung zur Tatzeit nicht zuhause befand, nutzten unbekannte Täter die Abwesenheit und verschafften sich Zugang zum Inneren des Mehrfamilienhauses. Dort versuchten sie die Wohnungs-, sowie Balkontür einer Wohnung aufzuhebeln. Das Eindringen in die Wohnung gelang den Tätern jedoch nicht. Es entstand ein Sachschaden in Höhe von ca. 200 Euro. Die Polizeibeamten vor Ort nahmen eine Strafanzeige auf.",https://polizei.brandenburg.de/pressemeldung/versuchter-wohnungseinbruch/5416288,False,,[],[],[]
Diebstahl von Kennzeichen,05.02.2025,"Nauen, OT Ribbeck, Am Birnbaum, Havelland","Der 64-jährige Halter des PKW, parkte diesen Montagabend auf einem Parkplatz im öffentlichen Verkehrsraum. Als dieser am darauffolgenden Tag zu seinem PKW zurückkehrte, stellte er fest, dass sowohl die vordere als auch die hintere Kennzeichentafel durch unbekannte Täter entwendet wurde. Es entstand ein Schaden in Höhe von ca. 50 Euro. Die Anzeigenaufnahme erfolgte durch die Polizeibeamten vor Ort.",https://polizei.brandenburg.de/pressemeldung/diebstahl-von-kennzeichen/5416280,False,,[],[],[]
Einbruch in gastronomisches Geschäft,05.02.2025,"Rathenow, Curlandstraße, Havelland","Zeugen meldeten der Polizei den Einbruch in ein Rathenower Geschäft. Der Zeuge wurde akustisch auf den Einbruch aufmerksam, nachdem der Täter die Scheibe der Eingangstür einschlug. Umgehend fuhren Einsatzkräfte der Polizei zum Ort du konnten dann auch selbst Geräusche aus dem Inneren des Objektes wahrnehmen. Bei Inaugenscheinnahme des Innenraumes vernahmen die Beamten, dass sich eine Person offenbar versuchte zu verstecken. Diese konnte dann nach Betreten des Objektes gestellt und vorläufig festgenommen werden. Der 67-jährige Mann wurde anschließend zur Polizei gebracht und dort vernommen. Nach erfolgter Identitätsfeststellung wurde er auf Weisung der Staatsanwaltschaft wieder entlassen. Zuvor hatten die Beamten Spuren am Tatort gesichert und Ermittlungen eingeleitet.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-gastronomisches-geschaeft/5416278,False,,[],[],[]
Bootsmotoren abmontiert und entwendet,05.02.2025,"Ketzin, Brandenburger Straße, Havelland","Zeugen meldeten der Polizei am Dienstagvormittag, dass in der Nacht zuvor drei Bootsmotoren entwendet wurden. Diese waren an drei Sportmotorbooten fest verschraubt, welche auf einer nicht umfriedeten Grünfläche, nahe des Straßenbereichs abgestellt waren. Die Polizei hat Strafanzeigen aufgenommen und Spuren gesichert. Außerdem haben die Beamten im Umfeld ermittelt und erste Erkenntnisse an die Kriminalpolizei übergeben. Der Sachschaden wurde auf über 40.000 Euro beziffert.",https://polizei.brandenburg.de/pressemeldung/bootsmotoren-abmontiert-und-entwendet/5416276,False,,[],[],[]
Hausfassade beschmiert,05.02.2025,"Falkensee, Potsdamer Straße, Havelland","Zum Wochenbeginn wurde die Hausfassade eines Mehrfamilienhauses in der Potsdamer Straße beschmiert. Derzeit noch unbekannte Täter sprühten dort mit schwarzem Farbspray insgesamt neun ca. 20x30cm große Schmierereien an die Fassade. Außerdem wurde ein an einer Laterne befestigtes Wahlplakat beschmiert. Die Hausverwaltung kümmert sich nun um die Beseitigung der Schmierereien. Die Polizei hat Strafanzeigen aufgenommen, Spuren gesichert und im Umfeld ermittelt.",https://polizei.brandenburg.de/pressemeldung/hausfassade-beschmiert/5416275,False,,[],[],[]
Werkzeug aus Kleintransporter entwendet,05.02.2025,"Michendorf, Lehnmarke, Potsdam-Mittelmark","In der Nacht von Dienstag auf Mittwoch verständigte eine Zeugin die Polizei und meldete zwei verdächtige Personen, welche sich auf dem Grundstück eines Einfamilienhauses befinden und augenscheinlich versuchen einzubrechen. Bei einer unverzüglichen Prüfung vor Ort stellte sich heraus, dass die unbekannten Tatverdächtigen die Hecktür eines auf dem Grundstück abgestellten Kleintransporters öffneten und so in das Fahrzeuginnere gelangten. Hier entwendeten die Täter hochwertiges Werkzeug. Da die Täter bereits vor dem Eintreffen der Polizei durch den Eigentümer angesprochen wurden, flüchteten diese mit einem PKW vom Tatort und ließen einen Teil des Werkzeuges zurück. Der Schaden beläuft sich auf circa 2.500 Euro. Eine Spurensuche wurde durchgeführt.",https://polizei.brandenburg.de/pressemeldung/werkzeug-aus-kleintransporter-entwendet/5416277,False,,[],[],[]
"Dienstag, 04.02.2025, 23:20 Uhr",05.02.2025,"Altstadt, Zanderstraße, Brandenburg an der Havel",Über die Rettungsleitstelle wurde der Polizei ein Gebäudebrand mitgeteilt. Vor Ort konnte der Vollbrand eines leerstehenden Gebäudes festgestellt werden. Die Feuerwehr führte bis zum heutigen Vormittag Löscharbeiten am Gebäude durch. Nach derzeitigen Erkenntnissen wurde bei dem Brand niemand verletzt. Die Höhe des entstandenen Sachschadens ist noch unbekannt. Der Einsatz von Kriminaltechnik zur Spurensuche ist nach dem Abschluss der Löscharbeiten und Freigabe des derzeit einsturzgefährdeten Objektes durch einen Gutachter geplant. Es wurde eine Anzeige wegen des Verdachts eines Brandstiftungsdelikts aufgenommen.,https://polizei.brandenburg.de/pressemeldung/dienstag-04-02-2025-23-20-uhr/5416316,False,,[],[],[]
Erpressung per E-Mail,05.02.2025,"Wittenberge, Prignitz","Dass sie seinen Computer gehackt und dort kompromittierende Aufnahmen gefunden haben, haben bisher Unbekannte einem 69-Jährigen per E-Mail geschrieben. Sie drohten ihm, diese Aufnahmen zu veröffentlichen, sollte er nicht innerhalb von zwei Tagen einen dreistelligen Euro-Betrag in Bitcoin bezahlen. Der Mann aus Sachsen-Anhalt zahlte nicht, sondern erstattete Anzeige bei der Polizei",https://polizei.brandenburg.de/pressemeldung/erpressung-per-e-mail/5415901,False,,[],[],[]
Bei Einbruch: Mutmaßlicher Täter auf frischer Tat gestellt,05.02.2025,"Kleinmachnow, Dreilindener Weg, Potsdam-Mittelmark","Am Dienstagabend informierte ein Sicherheitsunternehmen die Polizei über insgesamt drei Personen, die sich unberechtigt auf einem Firmengelände in Kleinmachnow aufhielten und dort offenbar versuchten, sich Zugang zu diversen Containern zu verschaffen. Durch die Polizei wurden umgehend mehrere Streifenwagen zum Tatort geschickt, die einen Tatverdächtigen stellen konnten. Der 23-Jährige, der über keinen festen Wohnsitz in Deutschland verfügt, wurde vorläufig festgenommen. Die beiden anderen Personen flüchteten.
Mit Hilfe eines Polizeihubschraubers und Unterstützung der Polizei Berlin wurde nach den flüchtigen Personen gesucht. Sie konnten jedoch bislang nicht aufgefunden werden. Es wurden Spuren und Beweise gesichert sowie ein Ermittlungsverfahren wegen besonders schweren Diebstahls aufgenommen.",https://polizei.brandenburg.de/pressemeldung/bei-einbruch-mutmasslicher-taeter-auf-fr/5415668,False,,[],[],[]
Diebe wurden abgeschreckt,05.02.2025,"Werder (Havel), Havelauen, Potsdam-Mittelmark","Zeugen meldeten am frühen Morgen aus dem Werderaner Wohngebiet Havelauen zwei dunkel gekleidete Männer, die sich verdächtig verhielten. Die Männer versuchten offenbar, einen hochwertigen Pkw zu entwenden, der auf einem Privatgrundstück stand. Die Täter hantierten dabei offenbar mit Funktechnik, um das Schlüsselsignal des Fahrzeugs abzufangen. Als die Männer die Zeugen bemerkten, ergriffen sie die Flucht und konnten auch bei den eingeleiteten Fahndungsmaßnahmen nicht mehr angetroffen werden. Am Fahrzeug entstand kein Schaden. Es wurde eine Anzeige wegen eines mutmaßlichen Diebstahlversuchs aufgenommen.",https://polizei.brandenburg.de/pressemeldung/diebe-wurden-abgeschreckt/5415662,False,,[],[],[]
Honda Jazz gestohlen,05.02.2025,"Eisenhüttenstadt, Oder-Spree","Am Vormittag des 05.02.2025 wandte sich die Halterin eines Honda Jazz an die Polizei, nachdem sie ihren abends zuvor im Chopinring abgestellten Wagen dort nicht mehr finden konnte. Wer sich des Autos bemächtigte und wo das Fahrzeug abgeblieben ist, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/honda-jazz-gestohlen/5415656,False,,[],[],[]
Moped gestohlen,05.02.2025,"Zentrum Ost und Nuthepark, Humboldtring, Potsdam",In der Zeit zwischen Montagnachmittag und Dienstagnachmittag ist in Zentrum Ost ein Kleinkraftrad offenbar entwendet worden. Das Fahrzeug stand im öffentlichen Verkehrsraum. Der Schaden liegt im dreistelligen Bereich. Das Moped wurde zur Fahndung ausgeschrieben und eine Anzeige wegen des Diebstahls aufgenommen.,https://polizei.brandenburg.de/pressemeldung/moped-gestohlen/5415657,False,,[],[],[]
Einbrüche in Firmenfahrzeuge,05.02.2025,"Brandenburger Vorstadt, Schopenhauerstraße, Potsdam","Am Dienstagmorgen meldeten sich die Nutzer eines Kleintransporters und zeigten an, dass das Fahrzeug in der Nacht von Montag zu Dienstag aufgebrochen wurde. Die unbekannten Täter verschafften sich Zugang zum Laderaum und stahlen hier verschiedenes Werkzeug. Der Gesamtschaden wurde auf 10.000 Euro beziffert.
Zwei Stunden später wurde ein weiterer aufgebrochener Firmentransporter angezeigt. Dieser stand unweit des ersten betroffenen Fahrzeugs, so dass ein Zusammenhang nicht auszuschließen ist. Hier schlugen die Täter eine Scheibe des Fahrzeuges ein, um in den Laderaum zu gelangen und stahlen ebenfalls Werkzeug. Der Schaden lag in diesem Fall bei rund 4.000 Euro. Es wurden jeweils Anzeigen aufgenommen.",https://polizei.brandenburg.de/pressemeldung/einbrueche-in-firmenfahrzeuge/5415649,False,,[],[],[]
Klinikmitarbeiter angegriffen,05.02.2025,"Frankfurt (Oder), Frankfurt (Oder)","Am späten Abend des 04.02.2025 versorgten das Personal der Rettungsstelle des Klinikums Markendorf einen 70 Jahre alten Mann, der auf Grund eines medizinischen Problems dort eingeliefert worden war. Zudem wies der Deutsche einen Atemalkoholwert von 2,09 Promille auf. Bei den Maßnahmen wurde der Mann plötzlich gewalttätig. Er schlug eine Krankenschwester und warf mit Gegenständen um sich. Alarmierte Polizisten nahmen sich seiner an und anschließend in Gewahrsam. Dort konnte er seinen Rausch ausschlafen. Um eine Anzeige mit dem Vorwurf der versuchten gefährlichen Körperverletzung kam der aber auch nicht herum.",https://polizei.brandenburg.de/pressemeldung/klinikmitarbeiter-angegriffen/5415639,False,,[],[],[]
Simson verschwunden,05.02.2025,"Sydower Fließ, Barnim","Wie der Polizei am Morgen des 05.02.2025 angezeigt wurde, haben noch Unbekannte eine Simson S51 von einem Grundstück in der Karl-Marx-Straße gestohlen. Nach dem Zweirad wird nun gefahndet.",https://polizei.brandenburg.de/pressemeldung/simson-verschwunden/5415634,False,,[],[],[]
Schmierfinken unterwegs gewesen,05.02.2025,"Bernau b. Berlin, Barnim","In der Nacht zum 04.02.2025 haben sich Schmierfinken an der Fassade des Forums Bernau in der Zepernicker Chaussee zu schaffen gemacht. Sie hinterließen mehrere Schriftzüge und so auch einen Sachschaden von rund 5.000 Euro. Um wen es sich da gehandelt hatte, wird nun von der Kriminalpolizei zu ermitteln sein.",https://polizei.brandenburg.de/pressemeldung/schmierfinken-unterwegs-gewesen/5415633,False,,[],[],[]
Diebesgut zurückgelassen,05.02.2025,"Gramzow, Uckermark","Am späten Nachmittag des 04.02.2025 erschienen zwei Männer in einem Discounter in der Schulzentraße. Dort füllten sie vier Einkaufstüten mit diversen Waren, die sie offenbar wahllos zusammensuchten. Später stellte sich heraus, dass sie so Lebensmittel im Wert von rund 350 Euro zusammengerafft hatten. Ihr Verhalten ließ die Mitarbeiter des Marktes aufmerksam werden. Als dies die Herren mitbekamen, ließ einer von ihnen zwei Tüten einfach stehen und rannte davon. Sein Komplize folgte ihm schnellen Schrittes, hatte aber seine beiden Einkaufstüten noch immer bei sich. Mit Unterstützung eines Zeugen nahmen die Mitarbeiter der so dreist bestohlenen Filiale die Verfolgung aufgenommen. Das veranlasste den Dieb, die beiden vollgepackten Tüten dann doch abzustellen und ohne die Lebensmittel das Weite zu suchen. Wer die ca. 20 bis 30 Jahre alten Männer gewesen sind, muss nun von der Kriminalpolizei ermittelt werden.",https://polizei.brandenburg.de/pressemeldung/diebesgut-zurueckgelassen/5415611,False,,[],[],[]
Sozusagen auf frischer Tat,05.02.2025,"Schwedt/Oder, Uckermark","Am Nachmittag des 04.02.2025 bemerkten Fahnder von Bundes- und Landespolizei, die zu diesem Zeitpunkt gemeinsam auf Streife waren, einen Ford Kuga, der in Richtung Bundesgrenze fuhr. Ihrer Eingebung folgend, stoppten sie das Fahrzeug noch vor Überfahren der Grenzbrücke und stellten fest, dass dessen Türschloss fehlte und die Fahrzeugelektronik manipuliert worden war. Der 47-jährige Pole, der am Steuer gesessen hatte, besaß nicht einmal eine Fahrerlaubnis. Zudem brachte ein Drogenschnelltest ein positives Resultat. Nach ersten Erkenntnissen hatte er den Wagen kurz zuvor in der Schwedter Innenstadt aufgebrochen und dann damit verschwinden wollen. Dessen Halterin wusste noch gar nichts von dem Diebstahl. Der Delinquent ist vorläufig festgenommen und wird sich zu erklären haben.",https://polizei.brandenburg.de/pressemeldung/sozusagen-auf-frischer-tat/5415607,False,,[],[],[]
Geld und Schmuck gestohlen,05.02.2025,"Ludwigsfelde, Ortslage, Teltow-Fläming","Am Dienstagabend wurde der Polizei ein Einbruch in ein Wohnhaus in Ludwigsfelde gemeldet. Bislang unbekannte Täter verschafften sich im Laufe des Tages offenbar über ein Fenster gewaltsam Zugang. Im Inneren durchsuchten sie die Zimmer und durchwühlten Schränke.
Nach derzeitigem Kenntnisstand wurden Geld sowie Schmuck gestohlen. Der entstandene Schaden wird in einer ersten Schätzung auf 3500 Euro beziffert. Durch die eingesetzten Beamten wurden Spuren gesichert und eine Strafanzeige gefertigt.
Dienstag, 04.02.2025, 21:07 Uhr",https://polizei.brandenburg.de/pressemeldung/geld-und-schmuck-gestohlen/5415555,False,,[],[],[]
Unbekannte brechen in Haus ein,05.02.2025,"Blankenfelde-Mahlow, Blankenfelde, Ortslage, Teltow-Fläming","Die Polizei ist am späten Dienstagabend über einen Einbruch in ein Wohnhaus in Blankenfelde informiert worden. Der oder die Täter verschafften sich im Laufe des Tages nach derzeitigem Kenntnisstand gewaltsam über ein Fenster Zutritt zum Gebäude und durchsuchten dieses.
Nach derzeitigen Erkenntnissen wurde nichts gestohlen. Es entstand jedoch ein Sachschaden von rund 500 Euro. Polizeibeamte sicherten vor Ort Spuren und nahmen eine Strafanzeige auf.
Dienstag, 04.02.2025, 23:27 Uhr",https://polizei.brandenburg.de/pressemeldung/unbekannte-brechen-in-haus-ein/5415551,False,,[],[],[]
Zigarettenautomat zerstört,05.02.2025,"Zossen, Dabendorf, Brandenburger Straße, Teltow-Fläming","Am Dienstagmorgen wurde die Polizei über einen beschädigten Zigarettenautomaten in Dabendorf informiert. Nach derzeitigem Kenntnisstand sprengten unbekannte Täter den Automaten und entwendeten den Inhalt.
Der entstandene Schaden beläuft sich auf mehrere tausend Euro. Polizeibeamte begaben sich vor Ort, sicherten Spuren und dokumentierten den Tatort. Zudem wurde eine Strafanzeige aufgenommen.
Tatzeit: Montag, 03.02.2025, 20:00 Uhr, bis Dienstag, 04.02.2025, 08:30 Uhr",https://polizei.brandenburg.de/pressemeldung/zigarettenautomat-zerstoert/5415550,False,,[],[],[]
