Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted
Bilanz zu Ereignissen im Zusammenhang zum Nahost-Konflikt,03.11.2023,berlinweit,"Nr. 2052
Die Polizei Berlin betreute gestern mit insgesamt rund 650 Einsatzkräften, unterstützt von Einsatzkräften aus Bayern und Mecklenburg-Vorpommern, eine Versammlung und Ereignisse im Zusammenhang mit dem Nahost-Konflikt.
Im Zusammenhang mit dem Nahostkonflikt wurde für Donnerstag, den 2. November 2023, in der Zeit von 17 bis 19 Uhr, ein Aufzug mit dem Thema „Für Meinungs- und Versammlungsfreiheit. Gegen das Verbot von palästinensischen Symbolen an Berliner Schulen“ von der Sonnenallee 79 bis zum Hohenstaufenplatz angezeigt. Der Aufzug begann mit 40 Teilnehmenden um 17 Uhr und setzte sich gegen 17:40 Uhr mit rund 100 Teilnehmenden in Bewegung. Während der Aufzugsphase erfolgte durch eine Person ein israelfeindlicher Ausruf, der von den Einsatzkräften beweissicher dokumentiert wurde. Der Aufzug wurde daraufhin angehalten und die Versammlungsleitung aufgefordert, auf die Teilnehmenden einzuwirken, Straftaten zu unterlassen. Dieser und einer weiteren Person, die im Bereich des Endplatzes ebenfalls einen israelfeindlichen Ausruf tätigte, wurde die Freiheit entzogen. Nach Feststellung der Identitäten wurden beide Personen später wieder entlassen. Der Aufzug erreichte mit 150 Teilnehmenden
    gegen 18.30 den Endplatz und wurde zu 19 Uhr von der Versammlungsleitung beendet.
Gegen 18 Uhr wurde über die Internetwache der Polizei Berlin angezeigt, dass eine oder mehrere unbekannte Personen in der Nacht vom 1. zum 2. November auf dem Gelände einer Kirchgemeinde am Schwarzspechtweg im Ortsteil Konradshöhe, ein dort angebrachtes pro-israelisches Transparent und eine Abbildung der israelischen Fahne verbrannten. Der oder die tatverdächtigen Personen flüchteten unerkannt.
Gegen 22 Uhr stellte ein Mitarbeiter des Objektschutzes der Polizei Berlin an einer Hauswand eines Mehrfamilienhauses an der Rigaer Straße in Friedrichshain einen mit schwarzer Farbe geschmierten Schriftzug im Kontext des Nahostkonfliktes fest.
Kurz vor 22.30 Uhr meldete ein Zeuge der Polizei eine ca. 4 × 1 m große Schmiererei mit volksverhetzendem Inhalt auf dem Boden eines Basketballfeldes an der Feldstraße im Stadtteil Gesundbrunnen.
Zu allen Sachverhalten ermittelt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1382330.php,berlin_police_results.csv,True,['volksverhetz'],03.11.2023,"['19', '17', '17:40', '19', '18', '22', '22.30']",[],[],['versammlung'],['volksverhetzendem']
Bilanz zu Ereignissen im Zusammenhang zum Nahost-Konflikt,04.11.2023,berlinweit,"Nr. 2054
Die Polizei Berlin betreute gestern mit insgesamt rund 260 Einsatzkräften, wobei sie von Einsatzkräften aus Mecklenburg-Vorpommern unterstützt wurde, zwei Kundgebungen und Ereignisse im Kontext des Nahostkonfliktes.
Für den 3. November 2023, in der Zeit von 11 bis 14 Uhr, wurde im Themenzusammenhang eine Kundgebung mit dem Thema „Akademische Freiheit und gleiche Rechte für den globalen Süden“ auf der Otto-von-Simson-Straße in Dahlem angezeigt. Dazu sammelten sich ab 11 Uhr bis zu rund 170 Versammlungsteilnehmende am Ort. Gegen diese Versammlung bildete sich gegen 12 Uhr eine Spontanversammlung mit dem Thema „Solidarität mit Israel“ in Hör- und Sichtweite, an der bis zu rund 40 Personen teilnahmen. Im weiteren Verlauf der Kundgebungen kam es zu verbalen Auseinandersetzungen zwischen den widerstreitenden Teilnehmenden. Die dabei getätigten Ausrufe waren jedoch ohne strafrechtliche Relevanz. Beide Kundgebungen endeten gegen 13.30 Uhr.
Gegen 7.30 Uhr bemerkte ein Sicherheitsmitarbeiter einer öffentlich-rechtlichen Sendeanstalt, dass ein unbekannter Mann Flüssigkeit an die Fassade eines Gebäudes am Reichstagufer/Wilhelmstraße im Stadtteil Mitte schüttete und alarmierte die Polizei. Die eingetroffenen Einsatzkräfte stellten an der beschriebenen Stelle frische rote Farbe und auf der gegenüberliegenden Uferseite ein am Geländer befestigtes Transparent mit einer Aufschrift fest. Das Transparent wurde sichergestellt.
In der Zeit von 8 bis 11 Uhr schrieben Unbekannte mit schwarzer Farbe einen israelfeindlichen Spruch in der Größe von ungefähr 50 × 50 cm an eine Wand im U-Bahnhof Spichernstraße im Stadtteil Wilmersdorf. Einsatzkräfte der Polizei machten den Spruch unkenntlich.
Gegen 13.30 Uhr schrieben Unbekannte auf eine Reklametafel an einer Bushaltestelle an der Kreuzung Fehrbelliner Platz/Hohenzollerndamm ebenfalls einen israelfeindlichen Spruch in der Größe von ungefähr 50 × 80 cm. Einsatzkräfte der Polizei entfernten den Spruch.
Gegen 17.45 Uhr betraten zwei bisher unbekannte Frauen und ein ebenfalls bisher unbekannter Mann ein Restaurant an der Emser Straße im Stadtteil Neukölln. Im Restaurant soll eine der Frauen ein Flugblatt von einer Wand gerissen haben, welches entführte israelische Staatsbürger zum Thema hatte. Bevor die drei Personen das Restaurant wieder verließen, sollen sie verbal noch den Nahostkonflikt thematisiert haben.
Gegen 20.15 Uhr bemerkten Zeugen mehrere an Wände des Hauseingangsbereiches eines Mehrfamilienhauses an der Tiefenseer Straße im Stadtteil Märkisches Viertel geschmierte Sprüche zum Nahostkonflikt. Die Sprüche waren in einer Größe von bis zu 80 × 20 cm. Die Sprüche sollen von den Hausverantwortlichen entfernt werden.
Gegen 21 Uhr bemerkte die Besatzung eines Funkstreifenwagens einen mit schwarzer Farbe aufgetragen Davidstern am Sockel eines Brunnens auf dem Franz-Amrehn-Platz im Stadtteil Steglitz. Die Einsatzkräfte machten den Stern unkenntlich.
Gegen 21.35 Uhr sah ein Mitarbeiter der BVG einen bisher unbekannten Mann, wie dieser auf eine Wand des Zwischendecks des U-Bahnhofes Rehberge im Stadtteil Wedding, einen antisemitischen Spruch, weitere Schriftzüge zum Nahostkonflikt und ein kommunistisches Symbol schmierte. Darüber brachte er einen Aufkleber zum Nahostkonflikt, der auch ein linksradikales Symbol zeigte, auf die Wand. Die Schmierereien und der Aufkleber wurden von Mitarbeitern der BVG entfernt.
Unbekannte schmierten gegen 22 Uhr auf die Fassade eines Mehrfamilienhauses an der Linienstraße im Stadtteil Mitte, eine antisemitische Schmiererei in der Größe von ungefähr 2 × 1,5 m. Die Einsatzkräfte kontaktierten die Verantwortlichen des Hauses über die Sachbeschädigung in roter und weißer Farbe und baten um Entfernung der selbigen.
Zu allen Sachverhalten ermittelt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1382350.php,berlin_police_results.csv,True,['antisemit'],04.11.2023,"['14', '11', '12', '13.30', '7.30', '11', '13.30', '17.45', '20.15', '21', '21.35', '22']",[],"['mann', 'mann', 'mann']",['versammlung'],"['antisemitischen', 'antisemitische']"
Versammlungen in Bezug auf den Nahost-Konflikt und Aktionen der „Letzten Generation“: Polizei Berlin zieht Bilanz,05.11.2023,berlinweit,"Nr. 2059
Mehrheitlich friedlich verliefen der gestrige Tag und die vergangene Nacht. Die Polizei Berlin betreute gestern mit rund 1400 Einsatzkräften zwei Versammlungen, Ereignisse im Zusammenhang mit dem Nahost-Konflikt sowie Aktionen der „Letzten Generation“ im gesamten Stadtgebiet.
“Eine Installation zum Thema: ein Aufruf zur Freilassung aller Geiseln, die am 7. Oktober von der Hamas entführt wurden.” war das Thema bei einer Kundgebung in Charlottenburg in der Wilmersdorfer Straße/ Goethestraße von 8 Uhr bis 17.30 Uhr. In der Spitzen nahmen zehn Teilnehmerinnen und Teilnehmer an der störungsfreien Kundgebung teil.
Einem Aufruf der „Letzten Generation“ ab 13.30 Uhr zu einem Aufzug Unter den Linden an der Humboldt-Universität in Mitte folgten in der Spitze 70 Personen. In Einvernehmen mit der Versammlungsleitung wurde die Aufzugsstrecke für die Straße des 17. Juni festgelegt. Die Versammlung verlief ebenfalls ohne Vorkommnisse.
Unter dem Motto: „Demokratische Grundrechte verteidigen: Meinungsfreiheit auch für Palästineser:innen“ fand im Zeitraum von 14 bis 19 Uhr ein Aufzug vom Neptunbrunnen bis zum Potsdamer Platz statt. In der Spitze nahmen rund 9000 Teilnehmerinnen und Teilnehmer an der mehrheitlich friedlichen Versammlung teil.
Für Medienschaffende wurden insgesamt drei Medienschutzbereiche eingerichtet.
Vor Beginn der Versammlung stellten Einsatzkräfte mehrsprachige Handzettel mit Sprechchortexten und Handlungsanweisungen bei zukünftigen Teilnehmenden der Versammlung, die ohne strafbaren Inhalt waren, fest. Bei Plakaten und Transparenten, in denen der Holocaust im Zusammenhang mit Palästina genannt wurde, bestand der Anfangsverdacht einer Straftat. Das Zeigen von Plakaten und Transparenten mit strafbaren pro-palästinensischen Themenbezug wurde konsequent durch die Einsatzkräfte unterbunden und strafrechtlich verfolgt.
Kurz nach 14 Uhr begann die Versammlung in der Spandauer Straße/ Rathausstraße am Neptunbrunnen. Durch die Versammlungsleitung wurden über einen Lautsprecher die beschränkenden Verfügungen bekanntgegeben und es wurden erste Redebeiträge vorgetragen. Weitere Teilnehmende trafen am Neptunbrunnen ein.
Pressevertretende wurde vereinzelt verbal von Teilnehmenden angegangen, sodass sie durch Einsatzkräfte in den Medienschutzbereich begleitet wurde. Der Anfangsverdacht, einer Straftat lag jeweils nicht vor.
Vier Teilnehmende bestiegen den Neptunbrunnen. Sie zeigten Plakate und riefen pro-palästinensische Sprechchöre. Ordner forderten sie auf herunterzusteigen. Der Aufforderung kamen sie nicht nach. Einsatzkräfte beschränkten ihnen daraufhin die Freiheit. Gegen die Personen wurden Strafermittlungsverfahren unter anderem wegen Beleidigung, des Verdachts der Sachbeschädigung und wegen Widerstandes eingeleitet.
Gegen 15 Uhr setzte sich der Aufzug Richtung Unter den Linden in Bewegung.
In Höhe des Berliner Dom wurde aus dem Aufzug heraus Pyrotechnik, ein Nebeltopf, angezündet. Die Versammlungsleitung konnte auf die Teilnehmenden einwirken.
Einzelne Teilnehmende, die Sprechchöre mit strafbaren pro-palästinensischen Inhalt riefen, wurden durch die Einsatzkräfte in ihrer Freiheit beschränkt.
Gegen 15.35 Uhr wurde Höhe des Lustgartens eine Zwischenkundgebung abgehalten. Eine Teilnehmerin zeigte ein Plakat, in dem der Holocaust im Zusammenhang mit Palästina genannt wurde. Bei Einschreiten der Einsatzkräfte folgten ca. 100 Teilnehmende der Festnahme. Durch die festnehmenden Einsatzkräfte wurden die Personen durch Drücken und Schieben von weiterem Eingreifen abgehalten. Vereinzelt wurden Sprechchöre: „Israel bombardiert, Deutschland finanziert!“ gerufen.
Gegen 16.15 Uhr versuchte eine Ordnerin einen Pressevertretenden zu verletzten. Die Einsatzkräfte schritten konsequent ein, entzogen der Ordnerin die Freiheit und führten polizeiliche Maßnahmen durch.
Im Bereich der Friedrichstraße auf Höhe einer Filiale einer Kaffeehauskette riefen Versammlungsteilnehmende pro-palästinensische Sprechchöre und riefen dazu auf, das Unternehmen zu boykottieren.
Kurz vor 18 Uhr erreichte die Spitze des Aufzuges den Potsdamer Platz mit ca. 9000 Teilnehmenden. Nach Durchführung der Abschlusskundgebung setzte ein starker Abstrom vor allem über den ÖPNV ein. Gegen 18.45 Uhr beendete die Versammlungsleitung die Versammlung mit noch circa 300 Teilnehmenden.
Im Bezirk Neukölln konnten nach Beendigung der Versammlung in Mitte keine Schwerpunkte festgestellt werden. Nur vereinzelt kam es in den Bereichen der Sonnenallee/Pannierstraße und Sonnenallee/Reuterstraße zum Abbrennen von Pyrotechnik. Hierbei wurde niemand verletzt.
Ein Einsatzfahrzeug wurde durch Unbekannte mit einem Gegenstand im Bereich des Hermannplatzes beworfen. Es entstand Sachschaden an dem Einsatzfahrzeug.
Im gesamten Verlauf des Einsatzes ist es bis 20 Uhr zu 68 Festnahmen, 36 eingeleiteten Strafermittlungsverfahren unter anderem wegen des Verdachts der Volksverhetzung, der Billigung von Straftaten, wegen Widerstandes gegen und tätlichen Angriffs auf Vollstreckungsbeamte, Körperverletzung und versuchter Gefangenenbefreiung sowie der Einleitung von zwei Ordnungswidrigkeitsverfahren gekommen.
Darüber hinaus ist es im gesamten Stadtgebiet zu zahlreichen Sachbeschädigungen im Zusammenhang mit dem Nahost-Konflikt gekommen, deren Ermittlungen der Polizeiliche Staatsschutz übernommen hat.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1382373.php,berlin_police_results.csv,True,['volksverhetz'],05.11.2023,"['17.30', '13.30', '19', '14', '15', '15.35', '16.15', '18', '18.45', '20']",[],[],"['angriff', 'beleidigung', 'versammlung', 'körperverletzung']",['volksverhetzung']
Frau rassistisch beleidigt,06.11.2023,Charlottenburg-Wilmersdorf,"Nr. 2063
In Westend wurde eine Frau gestern Nachmittag rassistisch beleidigt. Nach bisherigen Erkenntnissen soll sie mit einem Unbekannten gegen 15.40 Uhr in einer Bahn der Linie U2 in Richtung Ruhleben in Streit geraten sein, als er sein Fahrrad habe abstellen wollen. Dabei soll er die 29-jährige Frau rassistisch beleidigt haben. Im weiteren Verlauf soll die 29-Jährige versucht haben den Mann zu filmen, woraufhin er ihr gegen die Hand geschlagen haben soll. Die Frau wurde dabei nicht verletzt. Später sollen beide an der Station Ruhleben ausgestiegen und in unterschiedliche Richtungen gegangen sein. Beim Eintreffen der Einsatzkräfte war der Mann nicht mehr am Ort. Die weiteren Ermittlungen hat ein Fachkommissariat des Polizeilichen Staatsschutzes des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1382459.php,berlin_police_results.csv,True,['rassis'],06.11.2023,['15.40'],"['29', '29']","['frau', 'frau', 'frau', 'mann', 'frau', 'mann']",['schlagen'],['rassistisch']
Ereignisse im Zusammenhang mit dem Nahost-Konflikt - Polizei Berlin zieht Bilanz,09.11.2023,berlinweit,"Nr. 2078
Der gestrige Tag und die vergangene Nacht verliefen zusammengefasst grundsätzlich friedlich und störungsfrei. Zum Schutz von drei angezeigten Versammlungen waren insgesamt rund 580 Dienstkräfte eingesetzt.
Gegen 11.50 Uhr begann eine Versammlung mit dem Thema „Solidarität mit dem Jüdischen Volk und Israel“ in der Otto-von-Simson-Straße, welche nach Rücksprache mit den Verantwortlichen auf dem Campus der Freien Universität Berlin fortgeführt wurde. Kurz vor 13 Uhr endete die Kundgebung, an welcher rund 20 Personen teilnahmen.
Von 18 bis 20 Uhr fand an der Kreuzung Brunnen- Ecke Invalidenstraße mit etwa zehn Teilnehmenden eine Mahnwache mit dem Motto „Gegen Antisemitismus“ statt. Gegen 19.20 Uhr näherte sich ein Mann und äußerte volksverhetzende Parolen. Einsatzkräfte nahmen den 40-Jährigen fest und brachten ihn zum gegenüberliegenden Polizeiabschnitt. Der Mann zeigte sich weiterhin verbal aggressiv, beleidigte die Dienstkräfte und leistete bei den polizeilichen Maßnahmen Widerstand. Dabei verletzte er auch zwei Einsatzkräfte, die jedoch ihren Dienst fortsetzen konnten. Er konnte anschließend die Polizeidienststelle verlassen und muss sich nun wegen des Verdachts der Volksverhetzung, Widerstands gegen Vollstreckungsbeamte sowie Beleidigung verantworten.
Zu einem „Stillen Trauermarsch für die Opfer in Gaza“ versammelten sich gegen 18.25 Uhr etwa 250 Menschen am Oranienplatz und zogen anschließend über die Oranienstraße durch Kreuzberg. Während des Aufzuges kam es zu einer lautstarken Meinungsverschiedenheit zwischen einigen Teilnehmenden und einer Passantin. Einsatzkräfte sprachen die Frau an und forderten sie auf, die Örtlichkeit zu verlassen. Anschließend beruhigte sich die Situation wieder. Der Aufzug erreichte gegen 19.20 Uhr die Kreuzung Oranien- Ecke Lindenstraße und wurde etwa zehn Minuten später vom Versammlungsleiter für beendet erklärt.
Darüber hinaus kam es im Stadtgebiet zu diversen Sachbeschädigungen durch Farbschmierereien mit Bezug zum Nahost-Konflikt. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die Ermittlungen zu diesen Feststellungen übernommen",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1383705.php,berlin_police_results.csv,True,"['volksverhetz', 'antisemit']",09.11.2023,"['11.50', '13', '20', '19.20', '18.25', '19.20']",['40'],"['mann', 'mann', 'frau']","['beleidigung', 'versammlung']","['volksverhetzende', 'volksverhetzung', 'antisemitismus']"
Festnahme nach Volksverhetzung und fremdenfeindlicher Beleidigung,11.11.2023,Mitte,"Nr. 2090
Gestern Nachmittag wurde in Moabit ein Ermittlungsverfahren wegen des Verdachtes einer Volksverhetzung und einer fremdenfeindlichen Beleidigung eingeleitet. Nach derzeitigem Ermittlungsstand und Zeugenaussagen soll eine 61-Jährige gegen 17.30 Uhr mit der Hand stark gegen die Fensterfront eines Wahlkreis-Büros eines Abgeordneten in der Elberfelder Straße geklopft haben. Im weiteren Verlauf schrie sie den 38-jährigen Abgeordneten an, beleidigte ihn fremdenfeindlich und äußerte sich volksverhetzend. Dann habe sich die 61-Jährige vom Büro entfernt. Der 38-Jährige und eine Zeugin folgten ihr bis zu einer Bushaltestelle, wo sie auf das Eintreffen der Polizeikräfte warteten. Nach Beendigung der polizeilichen Maßnahmen wurde die tatverdächtige Frau entlassen. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die weiteren Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1384546.php,berlin_police_results.csv,True,"['volksverhetz', 'fremdenfeind']",11.11.2023,['17.30'],"['61', '38', '61', '38']",['frau'],['beleidigung'],"['volksverhetzend', 'fremdenfeindlicher', 'volksverhetzung', 'fremdenfeindlich', 'fremdenfeindlichen']"
Ereignisse im Zusammenhang mit dem Nahost-Konflikt - Polizei Berlin zieht Bilanz,12.11.2023,berlinweit,"Nr. 2092
Insgesamt waren gestern in Berlin rund 600 Dienstkräfte zum Schutz von angezeigten Versammlungen eingesetzt.
Gegen 15 Uhr begann eine Veranstaltung mit dem Thema „Verleihung des Preises für Verständigung und Toleranz“ in der Lindenstraße, welche im Jüdischen Museum stattfand. Gegen 23 Uhr endete die Kundgebung, an welcher rund 200 Personen teilnahmen. Die Veranstaltung verlief störungsfrei.
Von 12.30 bis 14 Uhr versammelten sich circa 40-50 Personen zum Thema „PRE-PROTEST QUEER MEET UP“ in der Mariannenstraße. Sie begaben sich nach Abschluss der Veranstaltung in Richtung des Aufzuges am Oranienplatz. Die Versammlung verlief ebenfalls störungsfrei.
Zum Thema „Decolonize Human Rights“ versammelten sich gegen 13 Uhr etwa 70 Menschen am Oranienplatz. Polizeikräfte stellten dort und in der Umgebung bereits mehrere, mit Namen palästinensischer Menschen, überklebte Straßenbenennungsschilder fest. An einer Litfaßsäule im Bereich Oranienplatz/Dresdner Straße wurden mehrere Plakate mit PKK-Bezug festgestellt und entfernt. Drei mitgeführte Plakate von Versammlungsteilnehmenden wurden bereits am Oranienplatz wegen eines israelfeindlichen Inhalts beschlagnahmt. Gegen 14.30 Uhr wurden die geltenden Beschränkungen zur Untersagung propagandistischer und gewaltverherrlichender Äußerungen und Aktionen durch den Versammlungsleiter in deutscher und arabischer Sprache mittels Lautsprecherwagen verkündet. Kurz vor 15 Uhr zogen circa 2850 Teilnehmende über die Oranienstraße durch Kreuzberg. Trotz Beschränkung kam es aus der Versammlung heraus immer wieder zur Tätigung von zuvor untersagten Ausrufen und dem Zeigen
    mitgeführter Plakate, woraufhin umgehend polizeiliche Maßnahmen erfolgten. Während des Aufzuges kam es zu einer Bedrohung durch eine Ordnerin gegenüber einem anwesenden Pressevertreter. Gegen 17.20 Uhr wurde von einem Balkon eines Wohnhauses, an welchem der Aufzug vorbeiführte, von einer vermummten Person eine israelische Fahne in Richtung des Aufzuges gezeigt. Polizeikräfte nahmen Kontakt zu der Person auf, da die Gefahr bestand, dass die Fahne von der Person hätte zerstört oder beschädigt und dadurch verunglimpft werden können. Die Person verneinte diesen Verdacht, gab aber an, die israelische Fahne nicht weiter zeigen zu wollen. Nachdem die Polizeikräfte das Gebäude verließen, soll kurze Zeit später ein 54-jähriger Hausbewohner in Begleitung einer Frau an der Haustür des Betroffenen lautstark geklopft und den 23-jährigen Wohnungsnutzer beleidigt haben. Der 23-Jährige alarmierte daraufhin die Polizei. Polizeikräfte stellten die Personalien des
    Tatverdächtigen fest und leiteten ein Strafermittlungsverfahren wegen des Verdachtes der Beleidigung ein.
Gegen 17.30 Uhr schwenkte aus einem weiteren Wohngebäude eine Person eine israelische Fahne. Diese Aktion zog ebenfalls Unmutsäußerungen von Personen aus dem Aufzug nach sich. Einige versuchten daraufhin, in das Wohngebäude zu gelangen. Als Einsatzkräften unmittelbar hinzueilten, begaben sich die Personen zurück zum Aufzug. Im Bereich der Zossener Straße Ecke Fürbringerstraße zündete eine unbekannte Person Pyrotechnik in Form einer Rakete. Insgesamt beteiligten sich ca. 6200 Menschen an diesem Aufzug, der kurz vor 19 Uhr am Mehringdamm für beendet erklärt wurde.
Im Zusammenhang mit den Versammlungen wurden mit Stand vom 12. November 2023 insgesamt 26 Strafermittlungsverfahren eingeleitet, darunter wegen des Verdachtes
der Volksverhetzung,
des Verstoßes gegen das Vereinsgesetz,
der falschen Verdächtigung,
der Körperverletzung,
der Sachbeschädigung,
der Billigung von Straftaten,
der Verwendung von verfassungswidrigen Symbolen,
der Bedrohung und
der Beleidigung.
Es gab dazu 20 freiheitsbeschränkende/-entziehende Maßnahmen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1384553.php,berlin_police_results.csv,True,"['volksverhetz', 'verfassungswidrig']",12.11.2023,"['15', '23', '14', '13', '14.30', '15', '17.20', '17.30', '19']","['54', '23', '23']",['frau'],"['beleidigung', 'versammlung', 'körperverletzung']","['volksverhetzung', 'verfassungswidrigen']"
Homophob beleidigt und angegriffen,14.11.2023,Mitte,"Nr. 2102
Der Polizeiliche Staatsschutz im Landeskriminalamt ermittelt zu einem mutmaßlich homophoben Übergriff auf zwei Personen gestern Abend in Gesundbrunnen. Nach bisherigen Erkenntnissen gerieten zwei 18 und 21 Jahre alte Männer im Eingangsbereich eines Schnellrestaurants am Hanne-Sobek-Platz mit einer Gruppe aus zwei Männern und einer Frau in Streit. Hintergrund waren offenbar homophobe Äußerungen eines circa 40-Jährigen aus der Gruppe. Dieser soll den 21-Jährigen im Rahmen der Auseinandersetzung mit der Faust an den Oberkörper geschlagen haben. Eine ärztliche Versorgung des 21-Jährigen war nicht notwendig. Das Trio soll unerkannt geflüchtet sein.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1385043.php,berlin_police_results.csv,True,['homophob'],14.11.2023,[],"['40', '21', '21']",['frau'],['schlagen'],"['homophoben', 'homophobe', 'homophob']"
Festnahme nach Volksverhetzung und homophober Beleidigung,15.11.2023,Reinickendorf,"Nr. 2112
Ein Polizist nahm gestern Nachmittag in Wittenau einen Mann wegen des Verdachts der Volksverhetzung und einer homophoben Beleidigung fest. Kurz vor 16 Uhr hörte ein außer Dienst befindlicher Polizist in der U-Bahn der Linie U8 kurz vor der Station Wittenau, wie ein 37-Jähriger einen unbekannt gebliebenen Gast während der Fahrt homophob beleidigte. Im Anschluss äußerte sich der Tatverdächtige gegenüber zwei Mitreisenden lautstark volksverhetzend. Der Polizist nahm den Tatverdächtigen auf dem Bahnsteig fest und wartete auf das Eintreffen alarmierter Polizeikräfte, um den Mann zu übergeben. Diese führten eine freiwillige Atemalkoholmessung mit dem alkoholisiert wirkenden Tatverdächtigen durch. Der Wert betrug mehr als ein Promille. Nach Abschluss der Maßnahmen wurde der 37-Jährige entlassen. Die weiteren, noch andauernden Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1385543.php,berlin_police_results.csv,True,"['volksverhetz', 'homophob']",15.11.2023,['16'],"['37', '37']","['mann', 'mann']",['beleidigung'],"['homophoben', 'volksverhetzend', 'homophober', 'volksverhetzung', 'homophob']"
Bilanz zu den Ereignissen im Zusammenhang mit dem Nahost-Konflikt,16.11.2023,berlinweit,"Nr. 2117
Für das gestrige Einsatzgeschehen waren insgesamt rund 330 Dienstkräfte eingesetzt.
Gegen 14 Uhr begann eine Versammlung mit dem Thema „Solidarität mit Palästina“ in der Willy-Brandt-Straße. Es versammelten sich dort insgesamt rund 120 Teilnehmende. Gegen 15.15 Uhr endete die friedliche Kundgebung.
In Neukölln, im Bereich des Hermannplatzes, stellten gegen 15.00 Uhr Einsatzkräfte einen 57-Jährigen Mann fest, der dort Flyer mit Bezug zu Israel verteilte. Die Einsatzkräfte stellten die Personalien des Mannes fest und leiteten ein Verfahren wegen des Verdachts des Verstoßes gegen das Pressegesetz ein.
In der Buckower Chaussee sowie in der näheren Umgebung kam es gegen 20.40 Uhr zu Plakatierungen mit Nahostbezug. Polizeikräfte nahmen zwei Männer im Alter von 35 und 36 Jahren fest, die Plakate mit volksverhetzendem Inhalt an Fassaden klebten. Insgesamt wurden 64 Plakate festgestellt und beschlagnahmt. Die beiden Männer wurden zur erkennungsdienstlichen Behandlung in einen Polizeigewahrsam gebracht und dort wieder entlassen.
Darüber hinaus kam es im Stadtgebiet zu diversen Sachbeschädigungen durch Farbschmierereien mit Bezug zum Nahost-Konflikt. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die Ermittlungen zu diesen Feststellungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1385989.php,berlin_police_results.csv,True,['volksverhetz'],16.11.2023,"['14', '15.15', '15.00', '20.40']",['57'],['mann'],['versammlung'],['volksverhetzendem']
