Date,ExtractedAction,ExtractedAge,ExtractedDate,ExtractedGender,ExtractedTime,KeywordExtracted,KeywordMatch,Location,RightWingRelated,SourceFile,Text,Title,Topic,URL,standardized_location,latitude,longitude,ollama_extraction
22.10.2023,"['schlagen', 'treten', 'beleidigung', 'körperverletzung']",['54'],22.10.2023,[],[],['homophob'],['homophobie'],Mitte,True,berlin_police_results.csv,"Nr. 1964
Zwei Männer sollen in der vergangenen Nacht durch zwei Unbekannte in Gesundbrunnen homophob beleidigt und geschlagen worden sein. Nach Angaben des 54-jährigen Mannes und seines 26 Jahre alten Partners saßen beide gegen Mitternacht auf einer Bank in einer Grünanlage in der Badstraße, als zwei unbekannte Männer vorbeikamen und das Paar beleidigte. Ein zunächst verbaler Streit soll dann handgreiflich geworden sein. Dabei sollen die Unbekannten die beiden Männer geschlagen und getreten haben. Anschließend sollen die Angreifer über die Travemünder Straße in Richtung Osloer Straße geflüchtet sein. Alarmierte Rettungskräfte brachten die angegriffenen Männer mit Gesichtsverletzungen in ein Krankenhaus, welches sie nach ambulanter Behandlung wieder verlassen konnten. Die Ermittlungen zu den Körperverletzungen und Beleidigungen dauern an und wurden vom Polizeilichen Staatsschutz des Landeskriminalamtes übernommen.",Paar homophob beleidigt und geschlagen,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1377769.php,"Badstraße, Mitte",52.5488368,13.3877549,"Badstraße, Mitte"
25.10.2023,"['beleidigung', 'körperverletzung']","['42', '64', '42', '42']",25.10.2023,[],['22.10'],['fremdenfeindlich'],['fremdenfeindlich'],Treptow-Köpenick,True,berlin_police_results.csv,"Nr. 1996
In der vergangenen Nacht soll ein BVG-Mitarbeiter in Köpenick angegriffen und fremdenfeindlich beleidigt worden sein. Nach bisherigen Erkenntnissen und Zeugenaussagen sollen zwei Männer im Alter von 28 und 38 Jahren den 42-Jährigen gegen 22.10 Uhr an der Tramhaltestelle Bahnhof- Ecke Lindenstraße fremdenfeindlich angepöbelt, ihm ein Bein gestellt und ihn mit Faustschlägen sowie Fußtritten attackiert haben. Der Angegriffene versuchte sich offenbar zunächst zu verteidigen und flüchtete dann in eine wartende Straßenbahn. Die mutmaßlichen Angreifer sollen ihn verfolgt und zum Aussteigen aufgefordert haben. Der 64-jährige Fahrer der Straßenbahn soll ein weiteres Eskalieren der Situation bis zum Eintreffen der Polizei verhindert haben. Der 42-Jährige, der zwar nicht im Dienst, aber deutlich an seiner Uniform als BVG-Mitarbeiter zu erkennen war, erlitt eine Verletzung an einer Hand. Alarmierte Rettungskräfte brachten ihn zur ambulanten Behandlung in ein Krankenhaus.
    Freiwillige Atemalkoholkontrollen bei den beiden Tatverdächtigen ergaben Werte von 1,6 und 1,3 Promille. Sie kamen zum Zwecke der Blutentnahme in einen Polizeigewahrsam und durften nach Beendigung der polizeilichen Maßnahmen ihrer Wege gehen. Sie stellten ihrerseits Anzeige wegen Körperverletzung gegen den 42-Jährigen sowie wegen Bedrohung gegen den Straßenbahnfahrer. Die Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamtes.",BVG-Mitarbeiter angegriffen und fremdenfeindlich beleidigt,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1379088.php,nan,52.4453178,13.5054817,nan
27.10.2023,['versammlung'],[],27.10.2023,[],['20.30'],['antisemitischen'],['antisemitisch'],Mitte,True,berlin_police_results.csv,"Nr. 2006
Nach Bewertung aller Umstände und Erkenntnisse sowie der Abwägung sämtlicher Interessen – insbesondere des Grundrechts auf Versammlungsfreiheit – hat die Polizei Berlin die für heute, den 27. Oktober 2023 von 18.30 bis 20.30 Uhr auf dem Alexanderplatz angezeigte Versammlung „Berliner Kinder für Gaza-Kinder“ sowie die Durchführung jeder Ersatzveranstaltung bis einschließlich 6. November 2023 in Berlin verboten.
Basierend auf Erfahrungen der vergangenen Jahre und auch der jüngeren Vergangenheit, weitergehenden Erkenntnissen und der Erstellung einer Prognose hat die Prüfung der Versammlungsbehörde ergeben, dass die unmittelbare Gefahr besteht, dass es bei der Versammlung zu
volksverhetzenden, antisemitischen Ausrufen,
Gewaltverherrlichungen,
dem Vermitteln von Gewaltbereitschaft und dadurch zu Einschüchterungen sowie
Gewalttätigkeiten
kommt.",Versammlung am Alexanderplatz verboten,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1379761.php,nan,51.4323195,6.7707424,nan
31.10.2023,[],[],31.10.2023,[],['14.45'],"['hakenkreuze', 'verfassungswidriger']","['hakenkreuz', 'verfassungswidrig']",Lichtenberg,True,berlin_police_results.csv,"Nr. 2029
Eine Passantin zeigte gestern Nachmittag eine Sachbeschädigung an einem Denkmal in Lichtenberg an. Gegen 14.45 Uhr hatte die Anwohnerin aufgesprühte Hakenkreuze an einem Denkmal in einer Grünanlage an der Schulze-Boysen-Straße und an einem nahegelegenen Mülltonnenverschlag festgestellt. Die Ermittlungen wegen gemeinschädlicher Sachbeschädigung und dem Verwenden von Kennzeichen verfassungswidriger und terroristischer Organisationen hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",Denkmal beschmiert,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1380596.php,nan,52.5054573,13.5201467,nan
06.11.2023,['schlagen'],"['29', '29']",06.11.2023,"['frau', 'frau', 'frau', 'mann', 'frau', 'mann']",['15.40'],['rassistisch'],['rassistisch'],Charlottenburg-Wilmersdorf,True,berlin_police_results.csv,"Nr. 2063
In Westend wurde eine Frau gestern Nachmittag rassistisch beleidigt. Nach bisherigen Erkenntnissen soll sie mit einem Unbekannten gegen 15.40 Uhr in einer Bahn der Linie U2 in Richtung Ruhleben in Streit geraten sein, als er sein Fahrrad habe abstellen wollen. Dabei soll er die 29-jährige Frau rassistisch beleidigt haben. Im weiteren Verlauf soll die 29-Jährige versucht haben den Mann zu filmen, woraufhin er ihr gegen die Hand geschlagen haben soll. Die Frau wurde dabei nicht verletzt. Später sollen beide an der Station Ruhleben ausgestiegen und in unterschiedliche Richtungen gegangen sein. Beim Eintreffen der Einsatzkräfte war der Mann nicht mehr am Ort. Die weiteren Ermittlungen hat ein Fachkommissariat des Polizeilichen Staatsschutzes des Landeskriminalamtes übernommen.",Frau rassistisch beleidigt,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1382459.php,nan,52.4952138,13.2984612,nan
11.11.2023,['beleidigung'],"['61', '38', '61', '38']",11.11.2023,['frau'],['17.30'],"['volksverhetzend', 'volksverhetzung', 'fremdenfeindlich', 'fremdenfeindlicher', 'fremdenfeindlichen']","['volksverhetzung', 'fremdenfeindlich']",Mitte,True,berlin_police_results.csv,"Nr. 2090
Gestern Nachmittag wurde in Moabit ein Ermittlungsverfahren wegen des Verdachtes einer Volksverhetzung und einer fremdenfeindlichen Beleidigung eingeleitet. Nach derzeitigem Ermittlungsstand und Zeugenaussagen soll eine 61-Jährige gegen 17.30 Uhr mit der Hand stark gegen die Fensterfront eines Wahlkreis-Büros eines Abgeordneten in der Elberfelder Straße geklopft haben. Im weiteren Verlauf schrie sie den 38-jährigen Abgeordneten an, beleidigte ihn fremdenfeindlich und äußerte sich volksverhetzend. Dann habe sich die 61-Jährige vom Büro entfernt. Der 38-Jährige und eine Zeugin folgten ihr bis zu einer Bushaltestelle, wo sie auf das Eintreffen der Polizeikräfte warteten. Nach Beendigung der polizeilichen Maßnahmen wurde die tatverdächtige Frau entlassen. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die weiteren Ermittlungen übernommen.",Festnahme nach Volksverhetzung und fremdenfeindlicher Beleidigung,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1384546.php,"Elberfelder Straße, Mitte",52.5205585,13.3356999,"Elberfelder Straße, Mitte"
15.11.2023,['beleidigung'],"['37', '37']",15.11.2023,"['mann', 'mann']",['16'],"['volksverhetzend', 'volksverhetzung', 'homophob', 'homophoben', 'homophober']","['volksverhetzung', 'homophobie']",Reinickendorf,True,berlin_police_results.csv,"Nr. 2112
Ein Polizist nahm gestern Nachmittag in Wittenau einen Mann wegen des Verdachts der Volksverhetzung und einer homophoben Beleidigung fest. Kurz vor 16 Uhr hörte ein außer Dienst befindlicher Polizist in der U-Bahn der Linie U8 kurz vor der Station Wittenau, wie ein 37-Jähriger einen unbekannt gebliebenen Gast während der Fahrt homophob beleidigte. Im Anschluss äußerte sich der Tatverdächtige gegenüber zwei Mitreisenden lautstark volksverhetzend. Der Polizist nahm den Tatverdächtigen auf dem Bahnsteig fest und wartete auf das Eintreffen alarmierter Polizeikräfte, um den Mann zu übergeben. Diese führten eine freiwillige Atemalkoholmessung mit dem alkoholisiert wirkenden Tatverdächtigen durch. Der Wert betrug mehr als ein Promille. Nach Abschluss der Maßnahmen wurde der 37-Jährige entlassen. Die weiteren, noch andauernden Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamtes.",Festnahme nach Volksverhetzung und homophober Beleidigung,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1385543.php,"Wittenau, Reinickendorf",52.597052,13.3342591,"Wittenau, Reinickendorf"
21.11.2023,[],"['22', '22', '21']",21.11.2023,[],['1.45'],"['homophoben', 'homophob']",['homophobie'],Tempelhof-Schöneberg,True,berlin_police_results.csv,"Nr. 2155
Der Polizeiliche Staatsschutz im Landeskriminalamt ermittelt zu einem mutmaßlich homophoben Übergriff auf eine Transperson in der vergangenen Nacht in Schöneberg. Die 22-Jährige alarmierte die Besatzung eines Streifenwagens gegen 1.45 Uhr in die Bülowstraße und gab an, unmittelbar zuvor von fünf Jugendlichen und jungen Männern aus einem Auto heraus homophob beleidigt worden zu sein. Anschließend seien die Männer aus dem Auto gestiegen und hätten sie und eine weitere, unbekannt gebliebene Transperson mit Reizgas besprüht, sie jedoch nicht verletzt. Die 22 Jährige flüchtete in eine öffentliche Toilette, bis sich die mutmaßlichen Angreifer entfernten. Die zweite Transperson verließ den Ort. Die Einsatzkräfte konnten die Tatverdächtigen im Alter von 16 bis 22 Jahren in der Nähe ausmachen und ihre Personalien feststellen. Der 21-Jährige, der das Reizgas gesprüht haben soll, ist bereits polizeibekannt. Das Reizgasspray konnte nicht gefunden werden. Während der
    polizeilichen Maßnahmen verhielten sich die Tatverdächtigen unkooperativ und machten die Situation lächerlich.",Transperson angepöbelt,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1387366.php,"Bülowstraße, Tempelhof-Schöneberg",52.4975794,13.3631731,"Bülowstraße, Tempelhof-Schöneberg"
27.11.2023,[],[],27.11.2023,[],['20.30'],['hakenkreuzen'],['hakenkreuz'],Lichtenberg,True,berlin_police_results.csv,"Nr. 2194
Durch eine Anzeige über die Internetwache wurde bekannt, dass gestern Abend in Alt-Hohenschönhausen ein Denkmal beschädigt wurde. Der Zeuge bemerkte das mit diversen Hakenkreuzen beschmierte Sowjetische Ehrenmal Alt-Hohenschönhausen in der Küstriner Straße gegen 20.30 Uhr und informierte daraufhin die Polizei. Alarmierte Einsatzkräfte machten die Beschmierungen unkenntlich. Der Polizeiliche Staatsschutz beim Landeskriminalamt hat die weiteren Ermittlungen nach den bisher unbekannten Tätern aufgenommen.",Denkmal mit Hakenkreuzen beschmiert,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1389391.php,nan,52.5054573,13.5201467,nan
28.11.2023,[],[],28.11.2023,[],[],['antisemitische'],['antisemitisch'],Lichtenberg,True,berlin_police_results.csv,"Nr. 2204
Gestern Nachmittag wurde bei der Polizei ein Einbruch in ein Lokal in Lichtenberg angezeigt, der bereits in der Nacht vom 26. auf den 27. November stattgefunden haben soll. Zwei bislang unbekannte Personen drangen nach bisherigen Erkenntnissen gewaltsam über Kellerräume in den Schankraum des Lokals ein und entwendeten mehrere Flaschen mit Spirituosen. Außerdem sollen die Tatverdächtigen antisemitische Schmierereien an einer Kellertür hinterlassen haben. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts Berlin übernommen.",Einbruch und antisemitische Schmierereien,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1390032.php,nan,52.5054573,13.5201467,nan
01.12.2023,['schlagen'],"['15', '51', '15', '51']",01.12.2023,['jugendlicher'],['20.30'],"['rassistisch', 'fremdenfeindlich']","['fremdenfeindlich', 'rassistisch']",Steglitz-Zehlendorf,True,berlin_police_results.csv,"Nr. 2229
Gestern Abend soll es zu einer Auseinandersetzung zwischen zwei Männern, einem Jugendlichen und einer weiteren Person in Dahlem gekommen sein. Nach bisherigen Erkenntnissen sollen der 15-Jährige und sein unbekannt gebliebener Begleiter gegen 20.30 Uhr auf die beiden offenbar alkoholisierten Männer im Alter von 31 und 51 Jahren aufmerksam geworden sein, die ihnen in der Königin-Luise-Straße gefolgt sein sollen. Im weiteren Verlauf soll es zwischen beiden Parteien zu einem Streitgespräch gekommen sein, bei dem der 51-Jährige den 15-Jährigen fremdenfeindlich sowie rassistisch beleidigt haben soll. Daraufhin soll der Begleiter des Jugendlichen den 51-Jährigen gegen die Schulter geschlagen haben und geflüchtet sein. Es wurde niemand verletzt. Die weiteren Ermittlungen hat ein Fachkommissariat des Polizeilichen Staatsschutzes des Landeskriminalamtes übernommen.",Jugendlicher fremdenfeindlich und rassistisch beleidigt,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1391655.php,"Königin-Luise-Straße, Steglitz-Zehlendorf",52.4600894,13.2766576,"Königin-Luise-Straße, Steglitz-Zehlendorf"
03.12.2023,[],"['40', '55', '40', '40']",03.12.2023,"['mann', 'mann', 'mann']",['18'],['fremdenfeindlich'],['fremdenfeindlich'],Pankow,True,berlin_police_results.csv,"Nr. 2243
Gestern Abend wurde eine Polizeistreife nach Weißensee in die Meyerbeerstraße alarmiert. Ein 40-jähriger Mann gab an, kurz nach 18 Uhr in einer Straßenbahn der Linie M13 in Fahrtrichtung Alexanderplatz von einem ihm unbekannten Mann angesprochen worden zu sein. Es sei dann zu einer Auseinandersetzung zwischen den beiden Männern gekommen. Noch in der Straßenbahn und nachdem beide Männer an der Haltestelle Albertinenstraße ausgestiegen waren, soll der später von Einsatzkräften namhaft gemachte 55-Jährige den 40-Jährigen fremdenfeindlich beleidigt und gegen den Oberkörper gestoßen haben. Der 40-Jährige wurde dabei nicht verletzt. Der Polizeiliche Staatsschutz des Landeskriminalamtes führt die weiteren Ermittlungen.",Mann fremdenfeindlich beleidigt,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1391940.php,"Meyerbeerstraße, Weißensee, Pankow",52.5462806,13.4512881,"Meyerbeerstraße, Weißensee, Pankow"
10.12.2023,[],[],10.12.2023,[],[],['hakenkreuz'],['hakenkreuz'],Mitte,True,berlin_police_results.csv,"Nr. 2290
Zu einer in der vergangenen Nacht festgestellten Sachbeschädigung in einem Mehrfamilienwohnhaus in Mitte ermittelt der Polizeiliche Staatsschutz des Landeskriminalamtes. Gegen Mitternacht stellten zwei Männer an der Eingangstür ihrer gemeinsamen Wohnung ein in schwarzer Farbe aufgebrachtes Hakenkreuz sowie eine weitere Schmiererei mit Bezug zu einer Glaubensrichtung fest. An dem Balkon der Männer ist sichtbar eine israelische Flagge angebracht. Die weiteren Ermittlungen, insbesondere auch zu der Frage, inwieweit die Schmierereien im Zusammenhang mit der Flagge stehen könnten, dauern an.",Schmierereien an Wohnungstür – Staatsschutz ermittelt,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1394159.php,nan,51.4323195,6.7707424,nan
30.12.2023,['versammlung'],[],30.12.2023,[],['22.30'],['antisemitischen'],['antisemitisch'],Mitte,True,berlin_police_results.csv,"Nr. 2415
Nach Bewertung aller Umstände und Erkenntnisse sowie der Abwägung sämtlicher Interessen – insbesondere des Grundrechts auf Versammlungsfreiheit – hat die Polizei Berlin die für morgen, den 31. Dezember 2023 bis zum 1. Januar 2024, in der Zeit von 22.30 Uhr bis 1 Uhr, angezeigte Versammlung „No Celebration During Genocide“ sowie die Durchführung jeder Ersatzveranstaltung am 31. Dezember 2023 und 1. Januar 2024 in Berlin verboten. Basierend auf Erfahrungen der vergangenen Jahre und auch der jüngeren Vergangenheit, weitergehenden Erkenntnissen und der Erstellung einer Prognose hat die Prüfung der Versammlungsbehörde ergeben, dass die unmittelbare Gefahr besteht, dass es bei der Versammlung zu
volksverhetzenden, antisemitischen Ausrufen,
Gewaltverherrlichungen,
dem Vermitteln von Gewaltbereitschaft und dadurch zu Einschüchterungen sowie
Gewalttätigkeiten
kommt.",Versammlung verboten,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400615.php,"Berlin, Mitte",52.5185794,13.3935975,"Berlin, Mitte"
31.12.2023,"['schlagen', 'treten', 'körperverletzung']",[],31.12.2023,[],[],['homophob'],['homophobie'],Tempelhof-Schöneberg,True,berlin_police_results.csv,"Nr. 2429
In der vergangenen Nacht wurden Einsatzkräfte wegen einer gefährlichen Körperverletzung nach Schöneberg alarmiert. Nach ersten Erkenntnissen soll ein Paar im Alter von 22 und 24 Jahren in der Zietenstraße unterwegs gewesen sein, als Ihnen von einer vierköpfigen Männergruppe Drogen zum Kauf angeboten worden sein sollen. Als die Betroffenen abgelehnt hätten, sollen die Tatverdächtigen sie daraufhin homophob beleidigt haben. Anschließend hätten die Angreifer auf das Paar eingeschlagen und getreten, bevor sie in unbekannte Richtung flüchteten. Die Personen wurden in ein Krankenhaus gebracht und dort behandelt. Der Polizeiliche Staatsschutz hat die weiteren Ermittlungen übernommen.",Paar beleidigt und geschlagen,,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400704.php,"Zietenstraße, Tempelhof-Schöneberg",52.4972501,13.3561168,"Zietenstraße, Tempelhof-Schöneberg"
04.01.2024,"['beleidigung', 'körperverletzung']","['21', '33', '21']",04.01.2024,"['mann', 'mann']",['20.40'],"['rassistisch', 'rassistischem']",['rassistisch'],Mitte,True,berlin_police_results.csv,"Nr. 0030
Zu einer Körperverletzung und Beleidigung mit mutmaßlich rassistischem Hintergrund gestern Abend in Mitte ermittelt der Polizeiliche Staatsschutz des Landeskriminalamtes. Dem bisherigen Kenntnisstand und der Aussage eines Zeugen zufolge soll sich ein 33 Jahre alter Mann gegen 20.40 Uhr an der Kasse eines Supermarktes in der Friedrichstraße vorgedrängelt haben, worauf ihn der 21-jährige Kassierer ansprach. Daraufhin soll der Kunde den Markt-Mitarbeiter aufgrund von dessen Hautfarbe auf Englisch als Affe beschimpft und entsprechende Geräusche gemacht haben. Der Kassierer soll ihn anschließend des Ladens verwiesen haben. Doch statt der Aufforderung nachzukommen, soll der 33-Jährige zu dem Angestellten gegangen sein, ihm an den Haaren gezogen und in den Intimbereich gegriffen haben, wodurch der 21-Jährige Schmerzen erlitt. Eine ärztliche Behandlung lehnte er ab. Zum Supermarkt gerufene Einsatzkräfte des Polizeiabschnitts 28 brachten den Tatverdächtigen zur Feststellung
    seiner Identität zur Wache und stellten eine Axt sicher, die der Mann in einem Beutel bei sich getragen hatte. Anschließend wurde er aus den polizeilichen Maßnahmen entlassen. Die Ermittlungen, die auch die Sichtung von Videoaufzeichnungen aus dem Supermarkt beinhalten, dauern an.",An den Haaren gezogen und rassistisch beleidigt,,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1401838.php,"Friedrichstraße, Mitte",52.5125868,13.3895283,"Friedrichstraße, Mitte"
08.01.2024,[],"['42', '33', '42', '33']",08.01.2024,['mann'],['10.20'],['fremdenfeindlich'],['fremdenfeindlich'],Neukölln,True,berlin_police_results.csv,"Nr. 0059
Heute Vormittag soll ein Fahrscheinkontrolleur in Neukölln fremdenfeindlich beleidigt worden sein. Nach den bisherigen Erkenntnissen und Zeugenaussagen soll der 42-jährige Kontrolleur im Auftrag der BVG gegen 10.20 Uhr mit seinen drei Kollegen den Fahrschein eines 33-jährigen Fahrgastes in einer Bahn der Linie U7 in Richtung Rathaus Spandau kontrolliert haben. Da das vorgezeigte Ticket ungültig gewesen sein soll, sollen die Kontrolleure den Bahnfahrenden zum Ausstieg aufgefordert haben. Während der 42-Jährige dem 33-jährigen Mann dann an der Station Hermannplatz einen Bescheid ausstellte, soll ihn dieser fremdenfeindlich beleidigt und sich geweigert haben, den Bahnhof zu verlassen. Alarmierte Einsatzkräfte überprüften die Personalien des Mannes und begleiteten ihn aus dem Bahnhof. Die weiteren Ermittlungen hat ein Fachkommissariat des Polizeilichen Staatsschutzes des Landeskriminalamtes übernommen.",Fahrscheinkontrolleur fremdenfeindlich beleidigt,,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1402856.php,"Hermannplatz, Neukölln",52.4862857,13.4245531,"Hermannplatz, Neukölln"
16.01.2024,"['angriff', 'schlagen', 'beleidigung', 'versammlung']","['25', '23', '23', '25', '25', '25']",16.01.2024,['mann'],[],"['volksverhetzung', 'verfassungswidriger']","['volksverhetzung', 'verfassungswidrig']",Lichtenberg,True,berlin_police_results.csv,"Nr. 0123
Gemeinsame Meldung Polizei und Staatsanwaltschaft Berlin
Gegen einen 23- und einen 25-jährigen Mann, die bei einer Versammlung am vergangenen Sonntag, den 14. Januar, in der Frankfurter Allee im Ortsteil Lichtenberg Polizeieinsatzkräfte angegriffen und verletzt haben sollen, erließ ein Richter wegen des Verdachts der besonders schweren Landfriedensbrüche gestern auf Antrag der Staatsanwaltschaft Berlin Untersuchungshaftbefehle. Dem 23-Jährigen wird vorgeworfen, während der Versammlung „Luxemburg-Liebknecht-Ehrung 2024“, die vom Frankfurter Tor bis zur Gudrunstraße lief, einem Polizisten mit einer Fahnenstange aus Holz mehrfach und mit voller Wucht auf den Kopf geschlagen zu haben. Dadurch soll der Beamte, der einen Helm trug, eine Gehirnerschütterung und Nackenschmerzen erlitten haben. Kurz davor soll der 23-Jährige mit der Fahnenstange auf mindestens zwei weitere Einsatzkräfte eingeschlagen haben.
Dem 25-Jährigen wird vorgeworfen, im Rahmen der Versammlung mit einer Metallstange auf drei Polizisten eingeschlagen und diese sowohl an ihren Helmen als auch durch Stiche mit der Stange an ihren Visieren getroffen zu haben. Im Rahmen der Festnahme soll der 25-Jährige massiven Widerstand geleistet haben, der nur durch die Anwendung unmittelbaren Zwangs gebrochen werden konnte. Zwei Einsatzkräfte wurden dabei verletzt, konnten jedoch ohne Behandlung im Dienst verbleiben.
Bei der Versammlung soll der Redner eines Lautsprecherwagens im Aufzug trotz Aufforderung des Versammlungsleiters, dies zu unterlassen, mehrfach die strafbewehrte Parole „From the river to the sea“ skandiert haben. Er wurde daraufhin zur Klärung seiner Identität von der Polizei festgenommen. Nach Abschluss der polizeilichen Maßnahmen, für welche der Aufzug angehalten worden war, schloss der Versammlungsleiter den Redner vom weiteren Verlauf der Demonstration aus. Kurz darauf kam es zu verbalen Unmutsäußerungen und dann von Teilnehmenden der Versammlung zu plötzlichen Übergriffen auf die Einsatzkräfte, an denen sich der 23- und der 25-Jährige in der eingangs erwähnten Art und Weise beteiligt haben sollen.
Nach derzeitigem Stand wurden bei dem Einsatz 21 Polizeikräfte verletzt, wovon vier ihren Dienst beenden und zum Teil medizinisch versorgt werden mussten. Polizistinnen und Polizisten nahmen im Zuge der Angriffe 14 Personen vorläufig fest.
Im Rahmen der Versammlung wurden Ermittlungsverfahren wegen schweren Landfriedensbruchs, tätlichen Angriffs auf und Widerstands gegen Vollstreckungsbeamte, Körperverletzungsdelikten, Gefangenenbefreiung, Beleidigung, Volksverhetzung sowie Verwendens von Kennzeichen verfassungswidriger und terroristischer Organisationen eingeleitet. Die Auswertung des Einsatzes und die damit einhergehenden Ermittlungen dauern an. (ms)",Auf Polizeieinsatzkräfte eingeschlagen – zwei Männer in Untersuchungshaft,,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1405763.php,"Frankfurter Allee, Lichtenberg",52.5136227,13.4754364,"Frankfurter Allee, Lichtenberg"
17.01.2024,['beleidigung'],['25'],17.01.2024,"['frau', 'frau', 'mann']",['11'],['rassistisch'],['rassistisch'],Steglitz-Zehlendorf,True,berlin_police_results.csv,"Nr. 0125
Gestern Mittag erschien eine 25-jährige Frau bei einem Polizeiabschnitt in Lankwitz und zeigte eine Beleidigung und Bedrohung an. Nach ersten Erkenntnissen habe sie sich gegen 11 Uhr mit ihrem sieben Monate alten Sohn, den sie in einer Babytrage bei sich hatte, auf einem Parkplatz in der Siemensstraße aufgehalten. Ein unbekannter Autofahrer sei ungewöhnlich nahe an ihr vorbeigefahren. Als die Frau den Unbekannten mit einem Handzeichen auf sein gefährliches Fahrmanöver aufmerksam machte, soll der Mann sie rassistisch beleidigt und bedroht haben. Anschließend flüchtete der Tatverdächtige mit seinem Fahrzeug in unbekannte Richtung. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die weiteren Ermittlungen übernommen.",Mutter mit Säugling beleidigt und bedroht,,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1405908.php,"Siemensstraße, Steglitz-Zehlendorf",52.4419338,13.3307947,"Siemensstraße, Steglitz-Zehlendorf"
17.01.2024,"['treten', 'beleidigung']","['39', '21', '39', '26', '39', '26', '39']",17.01.2024,['mann'],['0.20'],"['fremdenfeindlicher', 'fremdenfeindlich', 'fremdenfeindlichen']",['fremdenfeindlich'],Reinickendorf,True,berlin_police_results.csv,"Nr. 0126
In der vergangenen Nacht soll es in Reinickendorf zu einer fremdenfeindlichen Beleidigung gekommen sein. Nach derzeitigem Ermittlungsstand und Angaben von Zeugen soll ein 39-Jähriger gegen 0.20 Uhr eine Tankstelle in der Holländerstraße betreten haben, um sich Alkohol und Zigaretten zu kaufen. Beim Bezahlen kam es zu Streitigkeiten zwischen dem 21-jährigen Mitarbeiter und dem Käufer. Hierbei warf der 39-Jährige Verkaufsartikel vom Tresen auf den Boden, welche zum Teil zerbrachen. Als ein 26-jähriger Tankstellenkunde den Verkaufsraum betrat, um zu bezahlen, öffnete der 39-Jährige eine Getränkeflasche, übergoss den 26-Jährigen mit dem Inhalt und beleidigte den Kunden fremdenfeindlich. Der Aufforderung des Mitarbeiters, die Tankstelle zu verlassen, kam der mutmaßliche Unruhestifter nicht nach. Als herbeigerufene Polizeikräfte den 39-Jährigen festnehmen wollten, schlug er zwei Polizeibeamten mit der Faust ins Gesicht. Er wehrte sich bei der Festnahme und beleidigte die
    Polizeikräfte. Der Mann wurde aufgrund seines psychisch auffälligen und aggressiven Verhaltens in eine Klinik eingewiesen. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die Ermittlungen übernommen.",Festnahme nach fremdenfeindlicher Beleidigung,,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1405924.php,"Holländerstraße, Reinickendorf",52.5647011,13.3365377,"Holländerstraße, Reinickendorf"
